eng_Latn,pan_Guru
"Actor and Vidya's brother-in-law, Aditya Roy Kapur was also spotted at the party.
","ਪਾਰਟੀ 'ਚ ਉਨ੍ਹਾਂ ਦੇ ਦਿਓਰ ਆਦਿਤਿਆ ਰਾਏ ਕਪੂਰ ਵੀ ਨਜ਼ਰ ਆਏ।
"
"Bollywood superstar Salman Khan is launching his brother-in-law Aayush Sharma in the Hindi film industry with the film Loveratri that also stars debutante Warina Hussain.
","ਇਸ ਨਾਲ ਸਲਮਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਦਾ ਪਤੀ ਆਯੁਸ਼ ਸ਼ਰਮਾ ਬਾਲੀਵੁੱਡ ‘ਚ ਐਂਟਰੀ ਕਰ ਰਿਹਾ ਹੈ ਤੇ ਉਸ ਨਾਲ ਵਰੀਨਾ ਹੁਸੈਨ ਵੀ ਆਪਣਾ ਫ਼ਿਲਮੀ ਕਰੀਅਰ ਸ਼ੁਰੂ ਕਰ ਰਹੀ ਹੈ।
"
"Mr Majithia is the brother-in-law of then Deputy Chief Minister Sukhbir Singh Badal and Union Minister Harsimrat Kaur Badal's younger brother.
","ਮਜੀਠੀਆ ਕੇਂਦਰੀ ਮੰਤਰੀ ਹਰਸਿਮਰਤ ਕੌਰ ਦੇ ਭਰਾ ਹਨ, ਜੋ ਕਿ ਪੰਜਾਬ ਦੇ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਦੀ ਪਤਨੀ ਹਨ।
"
"The police have recorded the statement of Siddhartha's mother, sister and brother-in-law.
","ਮੁੰਬਈ ਪੁਲਿਸ ਨੇ ਐਕਟਰ ਸਿਧਾਰਥ ਸ਼ੁਕਲਾ ਦੀ ਮਾਤਾ, ਭੈਣ ਅਤੇ ਜੀਜੇ ਦੇ ਬਿਆਨ ਦਰਜ ਕਰ ਲਏ ਹਨ।
"
"Chandigarh: Retired judge of Punjab and Haryana High Court Justice Ranjit Singh, who headed the one-man commission — set up to probe the infamous Bargari sacrilege case — has complained to chief justice of the High Court against a sitting judge for showing “undue haste” in hearing a complaint against deputy CM of Punjab Sukhbir Singh Badal and his brother-in-law Bikram Singh Majithia.
","ਚੰਡੀਗੜ੍ਹ: ਬੇਅਦਬੀ ਤੇ ਗੋਲ਼ੀਕਾਂਡ ਮਾਮਲਿਆਂ ਦੀ ਜਾਂਚ ਕਰਨ ਵਾਲੇ ਜਸਟਿਸ (ਸੇਵਾਮੁਕਤ) ਰਣਜੀਤ ਸਿੰਘ ਨੇ ਸਾਬਕਾ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਬਾਦਲ ਖ਼ਿਲਾਫ਼ ਅਪਰਾਧਿਕ ਮਾਮਲਾ ਦਰਜ ਕਰਨ ਲਈ ਸ਼ਿਕਾਇਤ ਦਿੱਤੀ ਹੈ।
"
"Late Bollywood actor Sushant Singh Rajput's brother-in-law Vishal Kirti feels we should not be impatient about why the investigating agencies have not yet reached a conclusion in the probe of his death.
","ਮੁੰਬਈ:ਮਰਹੂਮ ਅਦਾਕਾਰ ਸੁਸ਼ਾਂਤ ਸਿੰਘ ਰਾਜਪੂਤ ਦੇ ਜੀਜੇ ਵਿਸ਼ਾਲ ਕੀਰਤੀ ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਜਾਂਚ ਏਜੰਸੀਆਂ ਵੱਲੋਂ ਸੁਸ਼ਾਂਤ ਮਾਮਲੇ ਵਿੱਚ ਕੀਤੀ ਜਾ ਰਹੀ ਪੜਤਾਲ ’ਚ ਹਾਲੇ ਤੱਕ ਕਿਸੇ ਸਿੱਟੇ ’ਤੇ ਨਾ ਪਹੁੰਚਣ ਕਾਰਨ ਸਾਨੂੰ ਨਿਰਾਸ਼ ਨਹੀਂ ਹੋਣਾ ਚਾਹੀਦਾ।
"
"Priyanka Gandhi is his younger sister and Robert Vadra is his brother-in-law.
","ਪ੍ਰਿਯੰਕਾ ਵਾਡਰਾ ਉਸਦੀ ਛੋਟੀ ਭੈਣ ਹੈ ਅਤੇ ਰਾਬਰਟ ਵਾਡਰਾ ਉਸਦੀ ਭਰਜਾਈ ਹੈ।
"
"Singapore High Court has ordered freezing of Rs 44.41 crore bank deposit kept in the country by absconder Nirav Modi’s sister Purvi Modi and brother-in-law Maiank Mehta on the request of the Enforcement Directorate (ED), the agency said.
","ਸਿੰਗਾਪੁਰ ਹਾਈ ਕੋਰਟ ਨੇ ਇੱਕ ਭਾਰਤੀ ਜਾਂਚ ਏਜੰਸੀ ਦੀ ਅਰਜ਼ੀ ‘ਤੇ ਅਰਬਾਂ ਰੁਪਏ ਦੇ ਪੰਜਾਬ ਨੈਸ਼ਨਲ ਬੈਂਕ ਕਰਜ਼ ਧੋਖਾਧੜੀ ਮਾਮਲੇ ਵਿੱਚ ਮੁਲਜ਼ਮ ਨੀਰਵ ਮੋਦੀ ਦੀ ਭੈਣ ਅਤੇ ਬਹਿਨੋਈ ਦੇ ਬੈਂਕ ਵਿੱਚ ਜਮ੍ਹਾਂ 44.41 ਕਰੋੜ ਰੁਪਏ ਜ਼ਬਤ ਕਰਨ ਦੇ ਹੁਕਮ ਦਿੱਤੇ ਹਨ।
"
"Also present were his brothers Sohail Khan and Arbaaz Khan, along with sister Arpita Khan Sharma, brother-in-law and actor Aayush Sharma and nephew Ahil.
","ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਉਨ੍ਹਾਂ ਦੀਆਂ ਦੋਨੋਂ ਭੈਣਾਂ ਅਰਪਿਤਾ ਅਤੇ ਅਲਵੀਰਾ ਅਤੇ ਦੋਨੋਂ ਭਰਾ ਸੁਹੇਲ ਖਾਨ ਅਤੇ ਅਰਬਾਜ ਖਾਨ ਵੀ ਮੌਜੂਦ ਸਨ।
"
"According to reports, Salamn Khan would be seen alongside his brother-in-law Aayush Sharma in an upcoming film.
","ਖ਼ਬਰਾਂ ਮੁਤਾਬਕ ਸ਼ਾਹਰੁਖ ਖ਼ਾਨ ਸਲਮਾਨ ਦੀ ਇਸ ਫਿਲਮ 'ਚ ਕੈਮਿਓ ਕਰਦੇ ਨਜ਼ਰ ਆਉਣਗੇ।
"
"Rahul Gandhi was accompanied by mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra to the collectorate to file his nomination papers.
","ਰਾਹੁਲ ਗਾਂਧੀ ਨਾਮਜ਼ਦਗੀ ਦਾਖਲ ਕਰਨ ਆਪਣੀ ਭੈਣ ਪ੍ਰਿਅੰਕਾ ਗਾਂਧੀ ਨਾਲ ਵਾਡਰਾ ਪੁੱਜੇ ਸਨ।
"
"Majithia is the brother-in-law of Punjab Deputy Chief Minister and Akali Dal president Sukhbir Singh Badal, and younger brother of Sukhbir's wife and Union Food Processing Minister Harsimrat Kaur Badal.
","ਜ਼ਿਕਰਯੋਗ ਹੈ ਕਿ ਮਜੀਠੀਆ ਯੂਥ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਪੰਜਾਬ ਦੇ ਡਿਪਟੀ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਦੀ ਪਤਨੀ ਅਤੇ ਕੇਂਦਰੀ ਮੰਤਰੀ ਹਰਸਿਮਰਤ ਕੌਰ ਬਾਦਲ ਦੇ ਭਰਾ ਹਨ।
"
"He was the brother-in-law of Odisha Chief Minister Naveen Patnaik.
","ਜਿਸ ਦੇ ਛੋਟੇ ਭਰਾ ਨਵੀਨ ਪਟਨਾਇਕ ਓਡੀਸ਼ਾ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਹਨ।
"
"He had killed two brothers-in-law.
","ਉਹ ਤਾਂ ਦੋ ਨੈਣਾਂ ਦੀਆਂ ਮਾਰੀਆਂ ਨੇ ।
"
"The two brothers-in-law have always had a tense relationship.
","ਦੋਨੋ ਭੈਣ-ਭਰਾ ਵਿੱਚ ਹਮੇਸ਼ਾ ਇੱਕ ਨੇੜੇ ਦਾ ਰਿਸ਼ਤਾ ਰਿਹਾ ਹੈ।
"
"Besides the immediate family, Captain Amarinder’s brothers-in-law, former Union Minister Kanwar Natwar Singh and Major Kanwaljit Singh Dhillon, were also present at the funeral, along with their sons.
","ਇਸ ਮੌਕੇ ਪਰਵਾਰ ਦੇ ਨੇੜਲੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਬਹਿਨੋਈ ਸਾਬਕਾ ਕੇਂਦਰੀ ਮੰਤਰੀ ਕੰਵਰ ਨਟਵਰ ਸਿੰਘ ਅਤੇ ਮੇਜਰ ਕੰਵਲਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ ਵੀ ਆਪਣੇ ਪੁੱਤਰਾਂ ਦੇ ਨਾਲ ਹਾਜ਼ਰ ਸਨ।
"
"On arriving at Goindwal, Guru Ram Das bathed in the Bawali, and had interviews with his two brothers-in-law, Mohan and Mohri.
","ਗੋਇੰਦਵਾਲ ਪਹੁੰਚ ਕੇ, ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਨੇ ਬਾਉਲੀ ਵਿਚ ਇਸ਼ਨਾਨ ਕੀਤਾ ਅਤੇ ਆਪਣੇ ਦੋਹਾਂ ਸਾਲਿਆਂ ਮੋਹਨ ਤੇ ਮੋਹਰੀ ਨਾਲ ਮੁਲਾਕਾਤ ਕੀਤੀ।
"
"Amarinder Singh was accompanied by his family, including his brother Malwinder Singh, his sisters and brothers-in-law -- Heminder Kaur, her husband K. Natwar Singh and Roopinder Kaur and her husband Major K.S.
","ਨਟਵਰ ਸਿੰਘ ਅਤੇ ਰੂਪਇੰਦਰ ਕੌਰ, ਉਨਾਂ ਦੇ ਪਤੀ ਮੇਜਰ ਕੇ. ਐਸ. ਢਿੱਲੋਂ (ਆਰਮਰਡ ਕੋਰ) ਤੋਂ ਇਲਾਵਾ ਪਰਿਵਾਰ ਦੇ ਹੋਰਨਾਂ ਮੈਂਬਰਾਂ ਵਿਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਪੁੱਤਰ ਰਣਇੰਦਰ ਸਿੰਘ, ਉਨਾਂ ਦੀ ਧੀ ਜੈ ਇੰਦਰ ਕੌਰ ਅਤੇ ਦੋਹਤਾ ਨਿਰਵਾਣ ਸਿੰਘ ਹਾਜ਼ਰ ਸਨ।
"
"Besides the immediate family, Captain Amarinder’s brothers-in-law, former Union Minister Kanwar Natwar Singh and Major Kanwaljit Singh Dhillon, were also present at the funeral, along with their sons.
","ਇਸ ਮੌਕੇ ਪਰਿਵਾਰ ਦੇ ਨੇੜਲੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਬਹਿਨੋਈ ਸਾਬਕਾ ਕੇਂਦਰੀ ਮੰਤਰੀ ਕੰਵਰ ਨਟਵਰ ਸਿੰਘ ਅਤੇ ਮੇਜਰ ਕੰਵਲਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ ਵੀ ਆਪਣੇ ਪੁੱਤਰਾਂ ਦੇ ਨਾਲ ਹਾਜ਼ਰ ਸਨ।
"
"Amarinder Singh was accompanied by his family, including his brother Malwinder Singh, his sisters and brothers-in-law -- Heminder Kaur, her husband K. Natwar Singh and Roopinder Kaur and her husband Major K. S. Dhillon from the Armoured Corps.
","ਗੁਰਮੀਤ ਸਿੰਘ ਢੱਡਾ ਦੇ ਪਰਿਵਾਰ ਵੱਲੋਂ ਉਨ੍ਹਾਂ ਦੀ ਸੁਪਤਨੀ ਸੁਰਜੀਤ ਕੌਰ, ਭਰਾ ਨਿਰਮਲ ਸਿੰਘ ਤੇ ਮਹਿੰਦਰ ਸਿੰਘ, ਪੁੱਤਰ ਸੁਖਬੀਰ ਸਿੰਘ ਤੇ ਮਨਜਿੰਦਰ ਸਿੰਘ, ਭਤੀਜੇ ਲਖਬੀਰ ਸਿੰਘ ਢੱਡਾ, ਜਗਜੀਤ ਸਿੰਘ ਤੇ ਹੋਰ ਪਰਿਵਾਰਕ ਮੈਂਬਰ ਹਾਜ਼ਰ ਸਨ।
"
"Besides the immediate family, Captain Amarinder’s brothers-in-law, former Union Minister Kanwar Natwar Singh and Major Kanwaljit Singh Dhillon, were also present at the funeral, along with their sons.
","ਇਸ ਮੌਕੇ ਪਰਿਵਾਰ ਦੇ ਨੇੜਲੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਭਣੋਈਆ ਸਾਬਕਾ ਕੇਂਦਰੀ ਮੰਤਰੀ ਕੰਵਰ ਨਟਵਰ ਸਿੰਘ ਅਤੇ ਮੇਜਰ ਕੰਵਲਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ ਵੀ ਆਪਣੇ ਪੁੱਤਰਾਂ ਦੇ ਨਾਲ ਹਾਜ਼ਰ ਸਨ।
"
"Captain Amarinder was accompanied by his family, including his brother, Malwinder Singh, his sisters and brothers-in-law, Heminder Kaur, her husband, K. Natwar Singh and Roopinder Kaur, her husband, Major KS Dhillon from the Armoured Corps.
","ਇਸ ਦੁੱਖ ਦੀ ਘੜੀ ਵਿੱਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਤੇ ਪਰਿਵਾਰ ਦੇ ਹੋਰ ਮੈਂਬਰ ਹਾਜ਼ਰ ਸਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਪਤਨੀ ਪ੍ਰਨੀਤ ਕੌਰ, ਭਰਾ ਮਾਲਵਿੰਦਰ ਸਿੰਘ ਤੇ ਉਨ੍ਹਾਂ ਦੀ ਪਤਨੀ ਹਰਪ੍ਰਿਯਾ ਕੌਰ, ਰਾਜਮਾਤਾ ਦੀਆਂ ਧੀਆਂ ਹੇਮਇੰਦਰ ਕੌਰ, ਜਵਾਈ ਕੰਵਰ ਨਟਵਰ ਸਿੰਘ, ਕੁਮਾਰੀ ਰੁਪਿੰਦਰ ਤੇ ਮੇਜਰ ਕੰਵਲਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ, ਰਾਜਮਾਤਾ ਦੇ ਭਰਾ ਗੁਰਸ਼ਰਨ ਸਿੰਘ ਜੇਜੀ ਅਤੇ ਇੰਦਰਜੀਤ ਸਿੰਘ ਜੇਜੀ, ਪੋਤੇ ਰਣਇੰਦਰ ਸਿੰਘ, ਪੋਤਰੀਆਂ ਜੈਇੰਦਰ ਕੌਰ, ਪੋਤ ਜਵਾਈ ਗੁਰਪਾਲ ਸਿੰਘ, ਅਮਨਿੰਦਰ ਕੌਰ ਤੇ ਨਿਰਵਾਣ ਸਿੰਘ ਅਤੇ ਰਮਨੀਤਇੰਦਰ ਕੌਰ ਤੇ ਵਿਵਾਨ ਸਿੰਘ ਤੋਂ ਇਲਾਵਾ ਰਾਜਮਾਤਾ ਦੇ ਪੜਪੋਤਰੇ, ਪੜਪੋਤਰੀਆਂ ਅਤੇ ਪੜਦੋਹਤੇ ਅਤੇ ਪੜਦੋਹਤੀਆਂ ਸ਼ਾਮਲ ਸਨ।
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","ਇਸ ਤੋਂ ਬਾਅਦ ਪੁਲਸ ਨੇ ਪਤਨੀ ਅਤੇ ਉਸ ਦੇ ਦੋ ਸਹਿਯੋਗੀਆਂ ਨੂੰ ਗ੍ਰਿਫਤਾਰ ਕਰ ਲਿਆ।
"
"Amarinder Singh was accompanied by his family, including his brother Malwinder Singh, his sisters and brothers-in-law — Heminder Kaur, her husband K. Natwar Singh and Roopinder Kaur and her husband Major K.S.
","ਨਟਵਰ ਸਿੰਘ ਅਤੇ ਰੂਪਇੰਦਰ ਕੌਰ, ਉਨਾਂ ਦੇ ਪਤੀ ਮੇਜਰ ਕੇ. ਐਸ. ਢਿੱਲੋਂ (ਆਰਮਰਡ ਕੋਰ) ਤੋਂ ਇਲਾਵਾ ਪਰਿਵਾਰ ਦੇ ਹੋਰਨਾਂ ਮੈਂਬਰਾਂ ਵਿਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਪੁੱਤਰ ਰਣਇੰਦਰ ਸਿੰਘ, ਉਨਾਂ ਦੀ ਧੀ ਜੈ ਇੰਦਰ ਕੌਰ ਅਤੇ ਦੋਹਤਾ ਨਿਰਵਾਣ ਸਿੰਘ ਹਾਜ਼ਰ ਸਨ।
"
"Amarinder Singh was accompanied by his family, including his brother Malwinder Singh, his sisters and brothers-in-law -- Heminder Kaur, her husband K. Natwar Singh and Roopinder Kaur and her husband Major K. S. Dhillon from the Armoured Corps.
","ਇਸ ਦੁੱਖ ਦੀ ਘੜੀ ਵਿੱਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਤੇ ਪਰਿਵਾਰ ਦੇ ਹੋਰ ਮੈਂਬਰ ਹਾਜ਼ਰ ਸਨ ਜਿਨਾਂ ਵਿੱਚ ਉਨਾਂ ਦੀ ਪਤਨੀ ਪ੍ਰਨੀਤ ਕੌਰ, ਭਰਾ ਮਾਲਵਿੰਦਰ ਸਿੰਘ ਤੇ ਉਨਾਂ ਦੀ ਪਤਨੀ ਹਰਪ੍ਰਿਯਾ ਕੌਰ, ਰਾਜਮਾਤਾ ਦੀਆਂ ਧੀਆਂ ਹੇਮਇੰਦਰ ਕੌਰ, ਜਵਾਈ ਕੰਵਰ ਨਟਵਰ ਸਿੰਘ, ਕੁਮਾਰੀ ਰੁਪਿੰਦਰ ਤੇ ਮੇਜਰ ਕੰਵਲਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ, ਰਾਜਮਾਤਾ ਦੇ ਭਰਾ ਗੁਰਸ਼ਰਨ ਸਿੰਘ ਜੇਜੀ ਅਤੇ ਇੰਦਰਜੀਤ ਸਿੰਘ ਜੇਜੀ, ਪੋਤੇ ਰਣਇੰਦਰ ਸਿੰਘ, ਪੋਤਰੀਆਂ ਜੈਇੰਦਰ ਕੌਰ, ਪੋਤ ਜਵਾਈ ਗੁਰਪਾਲ ਸਿੰਘ, ਅਮਨਿੰਦਰ ਕੌਰ ਤੇ ਨਿਰਵਾਣ ਸਿੰਘ ਅਤੇ ਰਮਨੀਤਇੰਦਰ ਕੌਰ ਤੇ ਵਿਵਾਨ ਸਿੰਘ ਤੋਂ ਇਲਾਵਾ ਰਾਜਮਾਤਾ ਦੇ ਪੜਪੋਤਰੇ, ਪੜਪੋਤਰੀਆਂ ਅਤੇ ਪੜਦੋਹਤੇ ਅਤੇ ਪੜਦੋਹਤੀਆਂ ਸ਼ਾਮਲ ਸਨ।
"
"Amarinder Singh was accompanied by his family, including his brother Malwinder Singh, his sisters and brothers-in-law -- Heminder Kaur, her husband K. Natwar Singh and Roopinder Kaur and her husband Major K. S. Dhillon from the Armoured Corps.
","ਇਸ ਮੌਕੇ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਨਾਲ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਮਾਲਵਿੰਦਰ ਸਿੰਘ, ਉਨ੍ਹਾਂ ਦੀ ਭੈਣ ਹੇਮਿੰਦਰ ਕੌਰ, ਉਨ੍ਹਾਂ ਦੇ ਪਤੀ ਕੇ. ਨਟਵਰ ਸਿੰਘ ਤੇ ਰੂਪਇੰਦਰ ਕੌਰ, ਉਨ੍ਹਾਂ ਦੇ ਪਤੀ ਮੇਜਰ ਕੇ ਐੱਸ ਢਿੱਲੋਂ (ਆਰਮਰਡ ਕੋਰ) ਤੋਂ ਇਲਾਵਾ ਪਰਿਵਾਰ ਦੇ ਹੋਰਨਾਂ ਮੈਂਬਰਾਂ 'ਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਪੁੱਤਰ ਰਣਇੰਦਰ ਸਿੰਘ, ਉਨ੍ਹਾਂ ਦੀ ਧੀ ਜੈ ਇੰਦਰ ਕੌਰ ਅਤੇ ਦੋਹਤਾ ਨਿਰਵਾਣ ਸਿੰਘ ਹਾਜ਼ਰ ਸਨ।
"
