eng_Latn,mar_Deva
"Sharad Pawar's nephew Ajit Pawar, who was the legislature party leader of NCP, broke away from the party and pledged his support to BJP and Devendra Fadnavis in a stunning overnight coup that left everyone shocked.
","राष्ट्रवादी काँग्रेसचे विधिमंडळ गटनेते अजित पवार यांनी पक्षाध्यक्ष शरद पवार यांना अंधारात ठेऊन भाजपला पाठिंबा देत उपमुख्यमंत्रीपदाची शपथ घेतल्याच्या तीव्र प्रतिक्रिया ठाण्यात उमटल्या.
"
"Late Dada Kondke’s nephew Padmakar More and his wife Manik More kept Kondke’s films alive through Kamakshi Film Distributors.
","दादा कोंडके यांच्या नावाने त्यांचे भाचे पद्माकर मोरे आणि भाची सुनबाई माणिकताई मोरे ह्या दाम्पत्याने दादांच्या कामाक्षी फिल्म डिस्ट्रीब्युटर्सच्या माध्यमातून दादांचा चित्रपटांचा ठेवा जीवापाड सांभाळला.
"
"Parth Pawar, son of former deputy chief minister Ajit Pawar, who is the nephew of Sharad Pawar, will contest from Maval constituency.
","मावळमध्ये शरद पवार यांचे नातू आणि माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार निवडणुकीच्या रिंगणात आहेत.
"
"The ED has alleged West Bengal Chief Minister Mamata Banerjee's nephew and TMC MP Abhishek Banerjee's family benefited from illicit funds obtained from certain illegal coal mining in the state under a ""deep system"" of political patronage driven by a ""well-oiled"" machinery.
","नवी दिल्ली – पश्‍चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचे पुतणे आणि तृणमूल कॉंग्रेसचे खासदार अभिषेक बॅनर्जी यांच्या कुटुंबीयांना बेकायदेशीर कोळसा खाणींच्या व्यवहारातून आर्थिक लाभ झाला असल्याचा आरोप सक्‍तवसुली संचलनालयाने केला आहे.
"
"Salman's parents Salim Khan and Salma Khan, sister Arpita Khan Sharma and nephew Ahil Sharma joined in the celebration.
","यावेळी गॅलरीत सलमानसोबत वडील सलीम खान, आई, बहीण अर्पिता हेदेखील होते.
"
"Earlier, Chhagan Bhujbal and his nephew, Sameer Bhujbal had filed an application in the court for bail.
","याच पार्श्वभूमीवर छगन भुजबळ आणि पुतण्या समीर भुजबळ यांनी सत्र न्यायालयात अर्ज दाखल करून दोषमुक्त करण्यासाठी न्यायालयात अर्ज केला होता.
"
"Parth Pawar, who lost the last year's Lok Sabha election from Maval seat in Maharashtra, is the son of the NCP president's nephew and state Deputy Chief Minister Ajit Pawar.
","एमपीसी न्यूज - मावळ लोकसभा मतदार संघातून शरद पवार यांचे नातू आणि माजी उपमुख्यमंत्री अजित पवार यांचे पूत्र पार्थ यांचा दारुण पराभव झाला आहे.
"
"Mehul Choksi and nephew Nirav Modi are key accused in the PNB fraud case.
","मेहुल चोकसी-नीरव मोदी पीएनबी घोटाळ्याचे आरोपी आहेत.
"
"I am her only nephew.
","तिची एकुलती एक नातच होते मी.
"
"West Bengal Chief Minister Mamata Banerjee alleged that Union Home Minister Amit Shah was behind the recent attacks on her nephew and TMC national general secretary Abhishek Banerjee and other party workers.
","कोलकाता – तृणमुल कॉंग्रेसच्या कार्यकर्त्यांवर तसेच पक्षाचे राष्ट्रीय सरचिटणीस अभिषेक बॅनर्जी यांच्यावरील हल्ल्यामागे केंद्रीय गृहमंत्री अमित शहा यांचाच हात आहे असा थेट आरोप पश्‍चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांनी केला आहे.
"
"Ajit Pawar is the nephew of NCP chief Sharad Pawar.
","शरद पवारांचे पुतणे अजित पवार हे राष्ट्रवादी काँग्रेसचे राज्यातले नेते झाले.
"
"Pawar has been named in a criminal case filed by ED, along with his nephew Ajit Pawar and 70 others, in connection with the alleged multi-crore Maharashtra State Cooperative Bank (MSCB) embezzlement case.
","दरम्यान अजित पवार आणि अन्य 70 जणांवर महाराष्ट्र राज्य सहकारी बँक घोटाळ्या प्रकरणी ईडीने मनी लॉन्ड्रिंगचा गुन्हा दाखल केला आहे.
"
"In Shrivardhan constituency Avdhoot Tatkare, nephew of Sunil Tatkare, Aslam Raut of PWP, Ravindra Mundhe of Sena and seven others are in the fray.
","श्रीवर्धन मतदासंघातून अवधूत तटकरे, शेकापचे अस्लम राऊत, सेनेचे रविंद्र मुंढे आणि सात इतर उमेदवार निवडणुकीच्या रिंगणात आहेत.
"
"The news of his demise was confirmed by Arvind Trivedi's nephew, Kaustubh Trivedi.
","त्रिवेदी यांच्या निधनाची दुःखद बातमी त्यांचे पुतणे कौस्तुभ त्रिवेदी यांनी दिली.
"
"Both are like my nephews.
","हे दोघेही मला माझ्या भावासारखे आहेत.
"
"Banerjee is a TMC Lok Sabha MP and the nephew of West Bengal Chief Minister Mamata Banerjee.
","अभिषेक बॅनर्जी पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचे पुतणे आहेत.
"
"The police have arrested the nephew of the victim's father in this connection.
","या प्रकरणी पोलिसांनी तपास करत नराधम बापाला अटक केली आहे.
"
"These include brothers, sisters, nephews, uncles, aunts.
","भाऊ, बहीण, मेहुणी, पत्नीचे काका-मामा आदींचा समावेश आहे.
"
"One of the militants killed was the nephew of JeM chief Masood Azhar, Talha Rasheed, a JeM spokesperson said.
","यामध्ये जैश-ए-मोहम्मद प्रमुख मसूद अझहरचा पुतण्या 'तल्हा रशीद' ठार झाला आहे.
"
"NCP minister Prajakt Tanpure is the son of former MP Prasad Tanpure and nephew of Jayant Patil.
","जयंत पाटील यांची थोरली बहिण उषा तनपुरे या राहुरीतील माजी खासदार प्रसाद तनपुरे यांच्या पत्नी तसेच राज्याचे राज्यमंत्री प्राजक्त तनपुरे यांच्या मातोश्री आहेत.
"
"Congress MLA Srinivas Murthy's residence in Bengaluru vandalised, allegedly over an inciting social media post by his nephew.
","सोशल मीडियावर बदनामीकारक पोस्ट शेअर केल्यामुळे संतप्त जमावाने बंगळूर येथील काँग्रेसचे आमदार श्रीनिवास मूर्तीच्या घरावर हल्ला करत तोडफोड केली.
"
"Sasikala and her nephew TTV Dhinakaran were expelled from the AIADMK.
","त्यांनी शशिकला तुरुंगात असताना त्यांची आणि त्यांचे भाचे टी. टी. व्ही. दिनकरन यांची पक्षातून हकालपट्टी केली होती.
"
"Babul was given the membership of TMC by Chief Minister Mamata Banerjee's nephew Abhishek Banerjee and party MP Derek O'Brien.
","ममता बॅनर्जीं यांचे नातलग आणि पक्षाचे राष्ट्रीय सरचिटणीस अभिषेक बॅनर्जी आणि राज्यसभा खासदार डेरेक ओब्रायन यांच्या उपस्थितीत बाबुल सुप्रियो यांनी तृणमूल काँग्रेसमध्ये प्रवेश केला.
"
"This morning, Mamata Banerjee's nephew Abhishek Banerjee, a Trinamool Congress MP, shared an image of her in hospital with a message targeting the BJP.
","असे असतानाच आता ममता यांचे भाचे खासदार अभिषेक बॅनर्जी यांनी ममतांचा रुग्णालयामधील फोटो ट्विट करत भाजपाला इशारा दिला आहे.
"
"Prominent among them are Sunetra Pawar, wife of Deputy Chief Minister Ajit Pawar, and Varun Sardesai, the secretary of the Yuva Sena and nephew of Mr. Uddhav Thackeray’s wife, Rashmi Thackeray.
","त्यात प्रामुख्याने उपमुख्यमंत्री अजित पवार यांच्या पत्नी सुनेत्रा पवार आणि युवा सेनेचे सचिव आणि रश्‍मी ठाकरे यांचे भाचे वरूण सरदेसाई यांचा समावेश आहे.
"
"In Maval, sitting Shiv Sena MP Shrirang Barne has established a comfortable lead over his NCP rival Parth Pawar, the grand nephew of former Union minister and NCP chief Sharad Pawar.
","मावळ लोकसभा मतदार संघात महायुतीचे उमेदवार विद्यमान खासदार श्रीरंग बारणे आणि राष्ट्रवादीचे अध्यक्ष शरद पवार यांचे नातू पार्थ पवार एकमेकांसमोर उभे आहेत.
"
"Sharad Pawar has also tweeted that the NCP doesn’t support his nephew Ajit’s decision.
","शरद पवारांनी सकाळी ट्विट देखील केले की अजित पवार यांच्या निर्णयाला राष्ट्रवादीचा पाठिंबा नाही.
"
"Aamir Khan is launching his nephew Imran Khan as hero in the movie.
","अभिनेता इमरान खानने (Imran Khan) एक बालकलाकार म्हणून आपल्या करिअरला सुरूवात केली होती.
"
"Dear boy, dear, beloved my nephew!
",". माझं शोनुलं , माझा लाडका तान्हा भाऊ !
"
"Mr Narvekar was welcomed into the NCP by Sharad Pawar's nephew, deputy chief minister Ajit Pawar.
","राष्ट्रवादीचे नेते आणि उपमुख्यमंत्री अजित पवार यांच्या उपस्थिती नार्वेकर यांनी राष्ट्रवादीत प्रवेश केलाय.
"
"Recently, Bobby Deol's nephew Karan (son of Sunny Deol) debuted in Bollywood.
","यापूर्वी सनी देओल यांचा मोठा मुलगा करण देओलने बॉलिवूड डेब्यू केला आहे.
"
"The Enforcement Directorate has summoned West Bengal Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee and his wife for interrogation in the case.
","नवी दिल्ली : पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचा पुतण्या आणि तृणमूल काँग्रेसचे खासदार अभिषेक बॅनर्जी आणि त्यांची पत्नी रुजिरा यांना अंमलबजावणी संचालनालयाने समन्स बजावले आहे.
"
"Congress MLA Srinivas Murthy’s nephew was also arrested for sharing a ‘derogatory’ post on social media that triggered violence in the city last night.
","तसेच सोशल मीडियावर आक्षेपार्ह्य पोस्ट लिहिल्यामुळे काँग्रेस आमदार श्रीनिवास मूर्ती यांच्या भाच्याला अटक करण्यात आली आहे.
"
"The violence broke out over an alleged inflammatory social media post by the nephew of the Congress MLA.
","कॉंग्रेस आमदाराच्या पुतण्याने सोशल मीडिया पोस्टवर शेअर केलेल्या वादग्रस्त पोस्टमुळे उसळला हिंसाचार
"
"The police have so far arrested six people in the case including Sanji Ram, the main accused, Deepak Khajuria, Surender Verma, Parvesh Kumaru, Sanji Ram’s underage nephew and his son Vishal Jangotra.
","मुख्य आरोपी सांजी राम, त्याचा मुलगा विशाल, दीपक खजुरिया, सुरेंदर वर्मा, आणि टिळक राज या पाच आरोपींना कोर्टाने दोषी ठरवले आहे.
"
"Singh levelled several charges at Nationalist Congress Party (NCP) chief Sharad Pawar, his nephew and former Maharashtra deputy chief minister Ajit Pawar and Sharad Pawar's daughter and Rajya Sabha member Supriya Sule.
","खासदार सुप्रिया सुळे, राष्ट्रवादी काँग्रेसचे सर्वेसर्वा शरद पवार, माजी मुख्यमंत्री अजित पवार, मनसेचे अध्यक्ष राज ठाकरे यांच्यावर हल्लाबोल केला आहे.
"
"While Pawar, the nephew of NCP chief Sharad Pawar, was deputy chief minister in the Congress-NCP government, Tatkare is the NCP state chief.
","राज्यात काँग्रेस-राष्ट्रवादीचे सरकार सत्तेवर असताना, अजित पवार तर, युती सरकारच्या काळात चंद्रकांत पाटील पुणे जिल्ह्याचे पालकमंत्री होती.
"
"Salman Khan is really fond of his nephew Ahil Sharma.
","तसच बहिण अर्पितावर सलमान खानच खुप प्रेम आहे.
"
"Armaan is the son of singer and music director Daboo Malik, brother of music director Amaal Mallik and nephew of music director Anu Malik.
","अरमान हा संगीतकार डबू मलिक यांचा मुलगा आहे.
"
"The ED recently named Sharad Pawar and his nephew and former deputy chief minister Ajit Pawar in a money laundering case registered in connection with the Maharashtra State Cooperative Bank scam.
","एमपीसी न्यूज - राज्य सहकारी बँकेतील कथित घोटाळ्याप्रकरणी राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार आणि माजी उपमुख्यमंत्री अजित पवार यांचेवर ईडीने गुन्हा दाखल केल्यामुळे गुरुवारी ( दि.
"
"He is the brother of actor Dhruva Sarja, nephew of actor Arjun Sarja and grandson of veteran Kannada actor Shakti Prasad.
","ते चित्रपट अभिनेते अर्जुन सरजा यांचे पुतणे आणि ज्येष्ठ कन्नड अभिनेते शक्ती प्रसाद यांचे नातू आहेत.
"
"Kolkata: The man who slapped West Bengal Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee has been charged with attempt to murder.
","कोलकाता : तृणमूल काँग्रेसचे खासदार आणि ममता बॅनर्जी यांचे भाचे अभिषेक बॅनर्जी यांनी पंतप्रधान नरेंद्र मोदी यांच्याविरोधात अब्रुनुकसानीचा दावा ठोकला आहे.
"
"The TMC MP is also West Bengal Chief Minister Mamata Banerjee's nephew
","तसेच भाजपा म्हणजे मुहम्मद तुघलकाचं अपत्य आहे अशी घणाघाती टीका पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांनी केली आहे.
"
"According to reports , Ankit is the nephew of late former Congress MP Akhilesh Das.
","रिपोर्टनुसार, अंकित हा काँग्रेसचे माजी खासदार अखिलेश दास यांचा पुतण्या आहे.
"
"It shares its boundary with Gajwel, represented by KCR; Sircilla, the constituency of his son and IT minister KT Rama Rao; and Siddipet, the stronghold of the CM’s nephew Harish Rao.
","गजवेलचं प्रतिनिधित्व केसीआर स्वतः करतात, तर सिरसिला हा त्यांचे चिरंजीव आणि आयटी मंत्री केटी रामाराव यांचा मतदारसंघ आहे, तर सिद्दीपेट केसीआर यांचे पुतणे हरीश राव यांचा बालेकिल्ला आहे.
"
"Sujit Azad, grand nephew of a great patriot Chandrashekhar Azad insinuated that it was Jawaharlal Nehru, who provided secret information about Chandrashekhar Azad’s whereabouts based on which the British besieged Azad.
","थोर क्रांतीकारक चंद्रशेखर आझाद यांचे पुतणे सुजीत आझाद यांनी नुकतेच जवाहरलाल नेहरू यांनीच इंग्रजांना चंद्रशेखर आझाद यांची गुप्त माहिती पुरवली आणि त्या माहितीच्या आधारे इंग्रजांनी चंद्रशेखर आझाद यांना घेरले.
"
"Mehul Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank (PNB) fraud case.
","नीरव मोदी आणि मेहूल चोक्सीवर पंजाब नॅशनल बँकेची (PNB) 13,500 कोटी रुपयांची फसवणूक केल्याचा आरोप आहे.
"
"Ajit Pawar, who is Nationalist Congress Party leader Sharad Pawar’s nephew, has been appointed deputy chief minister.
","शरद पवार यांचे पुतणे अजित पावार यांनी भारतीय जनता पक्षाशी हातमिळवणी करत उपमुख्यमंत्री पदाची शपथ घेतली.
"
"The court also rejected the bail application of his nephew and former Lok Sabha member Sameer Bhujbal.
","कनिष्ठ न्यायालयाने भुजबळ यांचा पुतण्या व खासदार समीर भुजबळ याचाही जामीन अर्ज फेटाळून लावला आहे.
"
"Music Composer Mannan Shaah, the nephew of popular filmmaker Vipul Amrutlal Shah, is producing Roop Nagar Ke Cheetey, under his newly formed banner 'ACE Entertainment'.
","बॅालीवुडमधील सुप्रसिद्ध फिल्ममेकर विपुल अमृतलाल शाह यांचे पुतणे संगीतकार मनन शाह यांनी एस एंटरटेन्मेंटच्या बॅनरखाली 'रूप नगर के चीते' या मराठी चित्रपटाची निर्मिती केली असून या चित्रपटाचे दिग्दर्शन विहान सूर्यवंशी करीत आहेत.
"
"""""""BJP does not want West Bengal Chief Minister Mamata Banerjee to be murdered by her nephew Abhishek Banerjee so that he gains sympathy from people to get power,"""" Arjun Singh said.""
","आमची इच्छा नाही की, त्यांच्या भाच्याला बंगालच्या लोकांची सहानुभूती मिळावी यासाठी त्यांची हत्या व्हावी,” असं वक्तव्य पश्चिम बंगालमधील बॅरकपूर लोकसभा मतदारसंघाचे भाजप खासदार अर्जुन सिंह यांनी टीएमसीच्या सर्वेसर्वो तथा मुख्यमंत्री ममता बॅनर्जी यांच्याबद्दल केलं.
"
"Diamond Harbour is the parliamentary constituency of Mamata Banerjee’s nephew Abhishek Banerjee.
","डायमंड हार्बर लोकसभा मतदारसंघाचं नेतृत्व ममता बनर्जी यांचे भाचे अभिषेक बनर्जी करत आहेत.
"
"Yadav had launched the party after he fell out with his nephew and Samajwadi Party (SP) president Akhilesh Yadav.
","अखिलेश यादव आणि त्यांचे चुलते शिवपाल यादव यांचे मदभेद झाल्यानंतर समाजवादी पक्षात फूट पडली आहे.
"
"Therefore, she appointed her nephew T. T. V. Dhinakaran as the deputy general secretary of the party.
","आपला पुतण्या टीटीव्ही दिनकरन याची पक्षाच्या उपसरचिटणीसपदी नियुक्ती केली.
"
"This included his mother, father, uncle, aunt, nephew and two cousin brothers.
","त्यात तिचे आईवडील, दोन भाऊ, वहिनी, मावशीची मुलगी आणि पुतण्याचा समावेश होता.
"
"Aamir’s daughter, Ira, and nephew, Imran Khan, also accompanied them.
","आमिर आणि किरणच्या अॅनिव्हर्सरीमध्ये त्याची मुलगी इरा खान हिचीही उपस्थिती होती.
"
"I have no business relations with my nephew nor any financial transactions with him.
","आर्थिक फसवणुकीला माझा कुठलाही पाठिंबा नाही आणि माझे मल्ल्यांसोबत कुठलेही व्यावसायिक संबंध नाहीत.
"
"KOLKATA: In a major development, the Enforcement Directorate has summoned Abhishek Banerjee, the nephew of West Bengal Chief Minister Mamata Banerjee and the national General Secretary of Trinamool Congress, and his wife Rujira Banerjee in connection with an alleged money laundering case involving coal smuggling.
","कोलकाता : अंमलबजावणी संचालनालयाने म्हणजेच ईडीने पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचे भाचे अभिषेक बॅनर्जी आणि त्यांची पत्नी रुजीरा बॅनर्जी यांना कोळसा तस्करी प्रकरणात समन्स बजावले आहे.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","आई-वडील, बहीण, भाऊ, काका, मामा, आत्या यांच्याबरोबर घालवलेले लहानपणीचे
"
"NCP minister Dhananjay Munde is the nephew of BJP leader and former state and central Minister Gopinath Munde.
","भाजपच्या नेत्या आणि माजी मंत्री पंकजा मुंडे यांनी राज्याचे सामाजिक न्यायमंत्री आणि राष्ट्रवादी काँग्रेसचे नेते धनंजय मुंडे यांच्यावर जोरदार टोलेबाजी केली आहे. . . .
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","रोहित हे राष्ट्रवादीचे काँग्रेसचे अध्यक्ष शरद पवार याचे नातू आहेत.
"
"Bhadohi: A case has been registered against Bharatiya Janata Party (BJP) MLA Ravindra Nath Tripathi, his nephews and others on charges of raping a woman.
","भदोही येथील भाजप आमदार रवींद्रनाथ त्रिपाठी, त्यांचा मुलगा आणि पुतण्या यांच्याविरूद्ध बलात्काराची तक्रार दाखल करण्यात आली आहे.
"
"""Ajit Pawar's uncle, NCP chief Sharad Pawar called his nephew's move his """"personal decision and not one endorsed by the party.""
","शरद पवार यांनी अजित पवारांचा निर्णय पक्षाचा निर्णय नसून तो त्यांचा वैयक्तिक निर्णय असल्याचे म्हटले होते.
"
"Imran Khan is the nephew of popular actor Aamir Khan.
","इम्रान खान बॉलिवूडमध्ये आला तोच आमीर खानचा पुतण्या म्हणून.
"
"Sridevi Kapoor had accompanied her family to Dubai to attend nephew Mohit Marwah's wedding.
","बॉलिवूड अभिनेता मोहित मारवाजच्या लग्नासाठी श्रीदेवी आपल्या कुटुंबियांसोबत दुबईला गेली होती.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","तसेच पार्थ पवार हे अजित पवार यांचे पूत्र आहेत.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","पार्थ पवार हे अजित पवार यांचे पुत्र आहे.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","राष्ट्रवादीतर्फे अजित पवारांचे चिरंजीव पार्थ पवार यांच्या उमेदवारीची घोषणा करण्यात आली आहे .
"
"Sena leader Sanjay Raut and NCP leader and Pawar's nephew Ajit were also present at the meeting.
","दरम्यान, या बैठकीला राष्ट्रवादीचे प्रदेशाध्यक्ष आणि मंत्री जयंत पाटील त्यासोबतच शिवसेनेचे खासदार संजय राऊतही उपस्थित आहेत.
"
"Former minister and NCP leader Manohar Naik too has an adversary is his nephew Neel Naik who is a BJP MLA.
","कारण राष्ट्रवादीचे विद्यमान आमदार मनोहरराव नाईक यांना त्यांचे पुतणे आणि भाजपाचे विधानपरिषद सदस्य निलय नाईक हे आव्हान देण्याच्या तयारीत आहेत.
"
"The accused include Mr. Bhujbal’s son Pankaj and nephew Sameer, a former MP.
","यामध्ये भुजबळांचा मुलगा आमदार पंकज आणि पुतण्या माजी खासदार समीर भुजबळ यांची नावं आहेत.
"
"Arjun Kapoor is the Son of Bollywood producer Boney Kapoor and nephew of Anil Kapoor.
","बॉलिवूड निर्माते बोनी कपूर यांची मुलगी आणि अभिनेता अर्जुन कपूर याची बहीण अंशुला कपूर हिला बलात्काराच्या धमक्या मिळाल्या आहेत.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","राष्ट्रवादीचे नेते अजित पवार याचे पुत्र पार्थ पवार निवडणूक लढवणार आहे.
"
"Salman’s entire family with sisters Alvira Khan Agnihotri, Arpita Khan Sharma, stepmother Helen, nephew Arhaan Khan, sister-in-law Seema Khan all were present at the bash.
","या सोहेलच्या पार्टीत त्यारच्याा कुटुंबातील पत्नी सीमा खान, भाऊ अरबाज खान, वडील सलीम खान, दोन्ही बहिणी अर्पिता आणि अलविरा पार्टीत दिसले.
"
"Parth, the son of Pawar’s nephew and Maharashtra deputy chief minister Ajit Pawar, had also urged the state home minister Anil Deshmukh for a CBI probe.
","नुकतेच महाराष्ट्राचे उपमुख्यमंत्री अजित पवार यांचे पुत्र आणि राष्ट्रवादी कॉंग्रेसचे अध्यक्ष शरद पवार यांचे नातू पार्थ पवार यांनी गृहमंत्री अनिल देशमुख यांची भेट घेऊन या प्रकरणाची सीबीआय चौकशी करण्याची मागणी केली.
"
"His nephew Raj Thackeray had broken away from the Sena to form his own political party, the Maharashtra Navnirman Sena (MNS).
","तर राज ठाकरे शिवसेनेतून बाहेर पडून त्यांनी आपला महाराष्ट्र नवनिर्माण सेना हा पक्ष स्थापन केला होता.
"
"Pawar announced that his nephew and former deputy chief minister Ajit Pawar’s son Parth Pawar will be NCP’s candidate from Maval Lok Sabha constituency.
","कारण मावळमधून राष्ट्रवादीचे नेते आणि माजी उपमुख्यमंत्री अजित पवार यांचे सुपुत्र पार्थ पवार यांना राष्ट्रवादी काँग्रेसने उमेदवारी दिली आहे.
"
"He was the nephew of Masood Azhar.
","मसूद अजहरचा हा नातेवाईक होता.
"
"Adolf Hitler’s nephew, William Hitler, served in the US Navy during WWII.
","हिटलरचे भाचे, विल्यम हिटलर, दुसरे महायुद्ध दरम्यान अमेरिकेच्या नौदलाने एक नाविक म्हणून काम केले.
"
"Chhagan Bhujbal's nephew Sameer Bhujbal has also been in jail in connection with the case and his son Pankaj Bhujbal has been questioned too.
","भुजबळांच्या आधी त्यांचा पुतण्या समीर भुजबळ यांना अटक झाली आहे, तर मुलगा पंकज भुजबळ याच्याही ईडीकडून चौकशी सुरू आहे.
"
"Parth Pawar is the son of the NCP chief's nephew and former Maharashtra Deputy Chief Minister Ajit Pawar.
","कारण राष्ट्रवादीचे नेते आणि माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार हे या मतदारसंघातून राष्ट्रवादीचे उमेदवार होते.
"
"Prasad's daughter Raj Lakshmi is married to Mulayam's grand nephew and MP Tej Pratap Yadav.
","लालू यादव यांची कन्या राजलक्ष्मी आणि मुलायम सिंह यादव यांचे नातू तेजप्रताप या दोघांचं लग्न ठरलंय.
"
"While Supriya Sule is the daughter of NCP Supremo Sharad Pawar, Ajit Pawar is nephew of Pawar.
","दरम्यान अजित पवार यांच्या निर्णयानंतर राष्ट्रवादी काँग्रेसचे सर्वेसर्वा शरद पवार यांच्या कन्या खासदार सुप्रिया सुळे यांनी दु:ख व्यक्त केलं आहे.
"
"Sharad Pawar’s nephew Ajit Pawar has backstabbed his uncle by joining hands with the BJP and took oath as deputy chief minister of the state.
","शरद पवार यांचे पुतणे अजित पावार यांनी भारतीय जनता पक्षाशी हातमिळवणी करत उपमुख्यमंत्री पदाची शपथ घेतली.
"
"Kareena Kapoor, Karisma Kapoor and sister-in-law Neetu Kapoor, niece Riddhima Kapoor Sahni and nephew Aadar Jain were all in attendance.
","करिनाची बहीण करिश्मा कपूर, काकू नीतू सिंग, चुलत भाऊ रणबीर कपूर हे निकटवर्तीय या वेळी उपस्थितीत होते.
"
"Along with his wife, Deb, he leaves behind two daughters, one son, one stepson, seven grandchildren, three brothers, three sisters, and many nephews and nieces.
","त्यांच्या पश्चात पत्नी, एक मुलगा, दोन मुली, दोन भाऊ, तीन बहिणी, सून, नातवंडे,पतवंडे असा मोठा परिवार आहे.
"
"Ajit is also the nephew of NCP Chief Sharad Pawar.
","अजित पवार हे राष्ट्रवादी काँग्रेसचे प्रमुख शरद पवार यांचे पुतणे.
"
"Congratulations to you and your nephew.
","तुम्हाला आणि चिरंजीवांना शुभेच्छा.
"
"Sasikala’s nephew and rebel AIADMK leader TTV Dhinakaran alleges political vendetta of Centre and Tamil Nadu government.
","तामिळनाडूतील अण्णाद्रमुकचे बंडखोर नेते आणि शशिकला यांचे पुतणे दिनकरन यांनी नीट परीक्षेवरुन केंद्र आणि राज्य सरकारवर टीका केली होती.
"
"Sena leader Sanjay Raut and NCP leader and Pawar's nephew Ajit were also present at the meeting.
","दरम्यान, या बैठकीला राष्ट्रवादीचे प्रदेशाध्यक्ष आणि मंत्री जयंत पाटील त्यासोबत शिवसेनेचे खासदार संजय राऊतही उपस्थित आहेत.
"
"Pawar announced that his nephew and former deputy chief minister Ajit Pawar’s son Parth Pawar will be NCP’s candidate from Maval Lok Sabha constituency.
","शरद पवार यांचा नातू आणि माजी उपमुख्यमंत्री अजित पवार यांचा पूत्र पार्थ पवार याला मावळ मतदारसंघातून उमेदवारी घोषित करण्यात आली आहे.
"
"Imran Khan is Aamir Khan's nephew.
","इमरान शेख हा हाजी अरफात शेखचा छोटा भाऊ आहे.
"
"In this video, Salman Khan is seen painting with his nephew Ahil.
","एका व्हिडीओत सलमान त्याचा पुतण्या आणि सोहेल खानचा मुलगा निर्वाण खानसोबत दिसत आहे.
"
"He is the nephew of Sharad Pawar, the chief of Nationalist Congress Party.
","तर ते राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांचे नातू आहेत.
"
"Actor Govinda's nephew Janmendra Ahuja died of a cardiac arrest in Mumbai this morning.
","मुंबई : अभिनेता गोविंदाचा पुतण्या जन्मेंद्र अहुजाचा हृदयविकाराच्या झटक्याने मृत्यू झालाय.
"
"Arjun is playing the role of Sadashiv Rao Bhau, nephew of Peshwa Bajirao in the film.
","अर्जुन कपूर या चित्रपटात सदाशिवराव भाऊ पेशव्यांच्या भूमिकेत आहे.
"
"Congress MLA Srinivas Murthy's nephew was also arrested for sharing a 'derogatory' post on social media that triggered violence in the city earlier this week.
","तसेच सोशल मीडियावर आक्षेपार्ह्य पोस्ट लिहिल्यामुळे काँग्रेस आमदार श्रीनिवास मूर्ती यांच्या भाच्याला अटक करण्यात आली आहे.
"
"Last month, an RJD delegation, led by senior party leaders like Abdul Bari Siddiqui and Shyam Rajak, held talks with TMC leader and Mamata's nephew Abhishek Banerjee.
","गेल्याच महिन्यात अब्दुल बारी सिद्दीकी, श्याम रजक यांच्यासारख्या वरिष्ठ ज्येष्ठ नेत्यांच्या नेतृत्वात राजदच्या शिष्टमंडळाने अभिषेक बॅनर्जी यांची भेट घेतली होती.
"
"NCP chief Sharad Pawar has said that his nephew Ajit Pawar’s decision was against the party line.
","अजित पवारांचं वागणं राष्ट्रवादीच्या धोरणाविरुद्ध असल्याचं सांगत शरद पवार यांनी अजित पवार यांची पक्षाच्या विधीमंडळ गटनेते पदावरून हकालपट्टी केली आहे.
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","महाराष्ट्रात शरद पवारांची राष्ट्रवादी काँग्रेस हे मूळ काँग्रेसचेच अपत्य आहे.
"
"Ajit Pawar is the nephew of NCP chief Sharad Pawar.
","राष्ट्रवादी काँग्रेसचे नेते शरद पवार यांचे पुतणे अजित पवार हे बँकेच्या संचालक आहेत.
"
