eng_Latn,tel_Telu
"Upon his death in 434, he left his kingdom to two nephews, Attila and Bleda.
","రుగిలా రాజు 434 లో మరణించాడు మరియు అతని తరువాత అతని ఇద్దరు మేనల్లుళ్ళు-సోదరులు అత్తిలా మరియు బ్లెడా ఉన్నారు.
"
"Walker in January with his nephew James T. Walker and six men, traveled up the Colorado River to a point where it joined the Virgin River and continued east into Arizona, traveling along the Grand Canyon and making short exploratory side trips along the way.
","ఆయన తన మేనల్లుడైన జేమ్స్ టి వాకర్ మరియు 6 మంది బృందంతో కొలరాడో నదిలో ప్రయాణించి కొలరాడో నది వర్జిన్ నదితో క్లుసుకునే ప్రదేశానికి చేరుకుని తన ప్రయాణాన్ని తూర్పుదిశగా అరిజోనా వరకు గ్రాండ్ కేనియన్ గుండా కొనసాగించి తరువాత ఆ మార్గంలో చిన్న చిన్న శోధనా యాత్రలను సాగించాడు.
"
"Wanting to help his nephew's career he ordered 19 cityscapes of The Hague.
","తన మేనల్లుడు కెరీర్కు సహాయం చేయాలనే ఉద్దేశ్యంతో అతను హాగ్ యొక్క 19 నగరాల నిర్మాణానికి ఆదేశించాడు.
"
"We know he would never kill his nephew.
","అతను తన మేనల్లుడిని ఎప్పటికీ చంపలేడని మాకు తెలుసు.
"
"We know he'd NEVER kill his nephew.
","అతను తన మేనల్లుడిని ఎప్పటికీ చంపలేడని మాకు తెలుసు.
"
"We will if we have courage like that of Paul's nephew. - John 7:1; 15:13; Matthew 24:14; 28:18-20.
","పౌలు మేనల్లుడికి ఉన్నలా౦టి ధైర్య౦ మనకూ ఉ౦టే మన౦ అలాగే చేస్తా౦. - యోహాను 7:1; 15:13; మత్తయి 24:14; 28:18-20.
"
"Well, in Deadpool #54 and #55, Ma Gnucci's nephew, Peter, is looking to collect the very large amount of money that his aunt left behind.
","బాగా, డెడ్పూల్ # 54 మరియు # 55 లో, మాగుక్కీకి మేనల్లుడు, పీటర్, తన అత్త విడిచిపెట్టిన డబ్బును పెద్ద మొత్తంలో సేకరించేందుకు చూస్తున్నాడు.
"
"When Guangxu (Kuang-hsu), the nephew, attained maturity, Cixi retired to the country, though she kept herself informed through a network of spies.
","గొంగ్స్కు (కుయాంగ్-సు), మేనల్లుడు, పరిపక్వత సాధించినప్పుడు, సిక్సి దేశంలోకి పదవీ విరమణ చేశాడు, అయితే గూఢచారి యొక్క నెట్వర్క్ ద్వారా ఆమె తనకు తెలియచేసింది.
"
"When Mojmír I endeavoured to secede from the supremacy of the king of East Francia in 846, King Louis the German deposed him and assisted Moimír's nephew Rastislav (846-870) in acquiring the throne.
","[25] 846 లో తూర్పు ఫ్రాన్సియా రాజు మోజ్మిర్ ఆధిపత్యాన్ని విడిచిపెట్టడానికి ప్రయత్నించినప్పుడు, జర్మన్ లూయిస్ జర్మన్ అతనిని తొలగించి, సింహాసనాన్ని మోజ్మిర్ మేనల్లుడు రాస్టిస్లావ్ పొందడానికి (846-870) కి సహాయం చేసాడు.
"
"When Mojmír I endeavoured to secede from the supremacy of the king of East Francia in 846, King Louis the German deposed him and assisted Mojmír's nephew Rastislav (846-870) in acquiring the throne.
","[25] 846 లో తూర్పు ఫ్రాన్సియా రాజు మోజ్మిర్ ఆధిపత్యాన్ని విడిచిపెట్టడానికి ప్రయత్నించినప్పుడు, జర్మన్ లూయిస్ జర్మన్ అతనిని తొలగించి, సింహాసనాన్ని మోజ్మిర్ మేనల్లుడు రాస్టిస్లావ్ పొందడానికి (846-870) కి సహాయం చేసాడు.
"
"When Mr. Smith died in 1896, his nephew, Horatio Nelson took over the business.
","1896 లో స్మిత్ మరణించినప్పుడు అతని మేనల్లుడు హొరాషియో నెల్సన్ స్మిత్ కంపెనీని స్వాధీనం చేసుకున్నారు.
"
"When Plato died, in 347 B.C., after Philip II of Macedonia had begun his conquest of Greece, leadership of the Academy passed not to Aristotle, who had been a student and then teacher there for 20 years, and who expected to follow, but to Plato's nephew Speusippus.
","347 లో మాసిడోనియాకు చెందిన ఫిలిప్ II గ్రీస్పై విజయం సాధించిన తరువాత ప్లాటో మరణించినప్పుడు, అకాడెమీ నాయకత్వం అరిస్టాటిల్ కు ఉత్తీర్ణత సాధించలేదు , ఇతను 20 సంవత్సరాల పాటు అక్కడ విద్యార్ధిగా ఉన్నాడు, ఫాలో యొక్క మేనల్లుడు స్పీసిపస్కు వెళుతుందని భావిస్తున్నారు.
"
"When Rua died in 434 he was succeeded by his two nephews, Bleda and Attila.
","రుగిలా రాజు 434 లో మరణించాడు మరియు అతని తరువాత అతని ఇద్దరు మేనల్లుళ్ళు-సోదరులు అత్తిలా మరియు బ్లెడా ఉన్నారు.
"
"When Smith died in 1896, his nephew Horatio Nelson Smith took over the company.
","1896 లో స్మిత్ మరణించినప్పుడు అతని మేనల్లుడు హొరాషియో నెల్సన్ స్మిత్ కంపెనీని స్వాధీనం చేసుకున్నారు.
"
"When her nephew, the emperor Caracallo, was murdered and her sister committed suicide, she moved back to Syria, ordered by the new emperor Macrinus.
","ఆమె మేనల్లుడు, చక్రవర్తి కరాకోల్లో హత్య చేయబడి, ఆమె సోదరి ఆత్మహత్య చేసుకుంది, ఆమె కొత్త చక్రవర్తి మాక్రినస్ ఆదేశించిన సిరియాకు తిరిగి వెళ్లింది.
"
"When her second ruling brother died, and Enheduanna's nephew Naram-Sin took over, she again continued in her position.
","ఆమె రెండవ పాలక సోదరుడు చనిపోయినప్పుడు, ఎన్యెదన్నా మేనల్లుడు నరమ్-సిన్ చేపట్టారు, ఆమె మళ్లీ ఆమె స్థానంలో కొనసాగింది.
"
"When his nephews were not there to meet him, Mr. Scotti assumed they had been delayed in the heavy Roman traffic mentioned in their letters.
","అతని మేనల్లుళ్ళు అతన్ని కలవటానికి లేనప్పుడు, మిస్టర్ స్కాటి వారు వారి అక్షరాలలో పేర్కొన్న భారీ రోమన్ ట్రాఫిక్లో ఆలస్యం అయ్యారని భావించారు .
"
"When his nephews were not there to meet him, Mr. Scotty thought they had been delayed in the heavy Roman traffic mentioned in their letters.
","అతని మేనల్లుళ్ళు అతన్ని కలవటానికి లేనప్పుడు, మిస్టర్ స్కాటి వారు వారి అక్షరాలలో పేర్కొన్న భారీ రోమన్ ట్రాఫిక్లో ఆలస్యం అయ్యారని భావించారు .
"
"When his nephews were not there to meet him, Mr. Scotty thought they had been delayed in the heavy Roman traffic mentioned, in their letters.
","అతని మేనల్లుళ్ళు అతన్ని కలవటానికి లేనప్పుడు, మిస్టర్ స్కాటి వారు వారి అక్షరాలలో పేర్కొన్న భారీ రోమన్ ట్రాఫిక్లో ఆలస్యం అయ్యారని భావించారు .
"
"When the police chief's nephew kills his wife, who is dying of cancer and wants him to kill her, the chief is torn between family loyalty and his duty as an officer.
","పోలీసు చీఫ్ యొక్క మేనల్లుడు అతని భార్యను చంపినప్పుడు, క్యాన్సర్తో చనిపోతున్నారు మరియు అతన్ని ఆమెను చంపాలని కోరుకుంటాడు, ముఖ్యమంత్రి తన కుటుంబం విధేయత మరియు ఒక అధికారిగా తన విధి మధ్య నలిగిపోతాడు.
"
"While walking in the woods of New Jersey, American mathematician Edward Kasner asked his young nephew Milton Sirotta to help him choose a name for a mind-boggling number: a 1 followed by 100 zeros.
","""""""న్యూజెర్సీ అడవుల్లో నడుస్తున్నప్పుడు, అమెరికన్ గణిత శాస్త్రజ్ఞుడు ఎడ్వర్డ్ కాస్నర్ తన యువ మేనల్లుడు మిల్టన్ సిరోటాను మనస్సును కదిలించే సంఖ్యకు పేరును ఎన్నుకోవడంలో సహాయం చేయమని కోరాడు.""
"
"With the eastern emperor dead, his nephew, the western Emperor Gratian, needed to reclaim command of Constantinople and the rest of the eastern part of the empire.
","తూర్పు చక్రవర్తి చనిపోయి, తన మేనల్లుడు, పాశ్చాత్య చక్రవర్తి గ్రితేన్, కాన్స్టాంటినోపుల్ యొక్క కమాండ్ను మరియు సామ్రాజ్యం యొక్క మిగిలిన తూర్పు భాగాన్ని తిరిగి తీసుకోవలసిన అవసరం ఉంది.
"
"Yadav alleged since he did not have the money, he was asked to take the patient to some other hospital and he carried his nephew in the lap to the district hospital.
","తన వద్ద డబ్బు లేదని చెప్పడంతో డాక్టర్ వేరొక ఆసుపత్రికి తీసుకెళ్ళమని తెలుపగా, యాదవ్ తన మేనల్లుడిని తీసుకొని జిల్లా ఆసుపత్రికి వెళ్లారు.
"
"Yataro's brother, son and nephew expanded the business into various fields during their respective firms as president and set the foundation of the Mitsubishi companies.
","Yataro యొక్క సోదరుడు, కుమారుడు మరియు మేనల్లుడు అధ్యక్షుడిగా వారి సంబంధిత సేవా నిబంధనలు సమయంలో వివిధ రంగాలలో ప్రవేశించి వ్యాపారం వరకు విస్తరించింది మరియు మిత్సుబిషి కంపెనీలు పునాది సెట్.
"
"Yataro's brother, son and nephew expanded the business into various fields during their respective terms as president and set the foundation of Mitsubishi companies.
","Yataro యొక్క సోదరుడు, కుమారుడు మరియు మేనల్లుడు అధ్యక్షుడిగా వారి సంబంధిత సేవా నిబంధనలు సమయంలో వివిధ రంగాలలో ప్రవేశించి వ్యాపారం వరకు విస్తరించింది మరియు మిత్సుబిషి కంపెనీలు పునాది సెట్.
"
"Yataro's brother, son and nephew expanded the business into various fields during their respective terms as president and set the foundation of the Mitsubishi companies.
","Yataro యొక్క సోదరుడు, కుమారుడు మరియు మేనల్లుడు అధ్యక్షుడిగా వారి సంబంధిత సేవా నిబంధనలు సమయంలో వివిధ రంగాలలో ప్రవేశించి వ్యాపారం వరకు విస్తరించింది మరియు మిత్సుబిషి కంపెనీలు పునాది సెట్.
"
"Yataro's brother, son and nephew expanded the business into various fields during their respective terms as president and set the foundation of the companies.
","Yataro యొక్క సోదరుడు, కుమారుడు మరియు మేనల్లుడు అధ్యక్షుడిగా వారి సంబంధిత సేవా నిబంధనలు సమయంలో వివిధ రంగాలలో ప్రవేశించి వ్యాపారం వరకు విస్తరించింది మరియు మిత్సుబిషి కంపెనీలు పునాది సెట్.
"
"Yataro's sibling, son and his nephew decided to expand the business into various fields during their respective terms as president for the company, and during their time, they set the foundation of the Mitsubishi companies.
","Yataro యొక్క సోదరుడు, కుమారుడు మరియు మేనల్లుడు అధ్యక్షుడిగా వారి సంబంధిత సేవా నిబంధనలు సమయంలో వివిధ రంగాలలో ప్రవేశించి వ్యాపారం వరకు విస్తరించింది మరియు మిత్సుబిషి కంపెనీలు పునాది సెట్.
"
"Zhu Di did not take kindly to his nephew's elevation to the throne and led an army against him in 1399.
","జు డీ సింహాసనంపై తన మేనల్లుడు ఎత్తుకు ఎటువంటి కృతజ్ఞతాభావము చూపించలేదు మరియు 1399 లో అతనికి వ్యతిరేకంగా ఒక సైన్యాన్ని నడిపించాడు.
"
"[7] The former union minister N.K.P. Salve was her brother and the lawyer Harish Salve is her nephew.
","మాజీ కేంద్ర మంత్రి ఎన్. కె. పి. సాల్వే ఆమె సోదరుడు మరియు న్యాయవాది హరీష్ సాల్వే ఆమె మేనల్లుడు.
"
"À 8:19 and Hashabiah, together with Jeshaiah from the descendants of Merari, and his brothers and nephews, 20 men.
","8:19 మరియు హషబ్యా, and with him Jeshaiah, మెరారి కుమారులు, మరియు తన సోదరులు, మరియు అతని కుమారులు, numbering twenty.
"
"↑ Vincent's nephew noted some reminiscences of local residents in 1949, including the description of the speed of his drawing
","↑ 1949లో విన్సెంట్ యొక్క మేనల్లుడు అతను చిత్రాలు గీసే వేగం యొక్క వర్ణనతో పాటుగా స్థానిక నివాసితుల యొక్క కొన్ని పాత జ్ఞాపకాలను నమోదు చేసాడు.
"
"The TDP fielded Bhuma Brahmananda Reddy, his nephew, in the by-election.
","ఆ ఉప ఎన్నిక‌లో టిడిపి అభ్య‌ర్ధి భూమా బ్ర‌హ్మానంద‌రెడ్డి గెలుపొందారు.
"
"Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank fraud case.
","రూ. 13,500 కోట్ల పంజాబ్‌ నేషనల్‌ బ్యాంకు కుంభకోణం కేసులో ఛోక్సీ, ఆయన మేనల్లుడు నీరవ్‌ మోదీ ప్రధాన నిందితులుగా ఉన్న విషయం తెలిసిందే.
"
"Besides Bhujbal, the special court hearing cases related to Anti-Corruption Bureau (ACB), discharged his son Pankaj, nephew Sameer and five others in the case.
","దీనిపై విచారణ జరిపిన ముంబై ఏసీబీ ప్రత్యేక కోర్టు తగిన ఆధారాలు లేనందున ఛగన్‌ భుజబల్‌, ఆయన కుమారుడు పంకజ్‌, మేనల్లుడు సమీర్‌తోపాటు మరో ఐదుగురిని ఈ కేసు నుంచి డిశ్చార్జ్‌ చేసింది.
"
"Chennamaneni is also the nephew of Maharashtra Governor Ch Vidyasagar Rao.
","మహారాష్ట్ర గవర్నర్ చెన్నమనేని విద్యాసాగర్‌రావుకు ఈయన స్వయన సోదరుడు.
"
"Victory Venkatesh’s next film will be Venky Mama, a multi-starrer with his nephew Naga Chaitanya.
","ఈ మూవీ తర్వాత మేనల్లుడు నాగచైతన్యతో కలిసి వెంకీ మామ మల్టీస్టారర్ చేయబోతున్నాడు.
"
"Starring Venkatesh and his nephew Naga Chaitanya in the lead roles, Venky Mama is being directed by Bobby.
","బాబీ దర్శకత్వంలో తెరకెక్కుతున్న ఈ మల్టీస్టారర్ సినిమాలో వెంకీ మామగా వెంకటేష్‌ నటిస్తుండగా అల్లుడిగా నాగచైతన్య అలరించనున్నాడు.
"
"Bhagat Singh’s nephew Abhay Singh Sandhu condemned the incident.
","భగత్సింగ్ మేనల్లుడు అభయ్ సింగ్ సంధు దీనిపై తీవ్రంగా స్పందించారు.
"
"Parth Pawar is the son of the NCP chief's nephew and former Maharashtra Deputy Chief Minister Ajit Pawar.
","మాజీ డిప్యూటీ సిఎం, ఎన్‌సిపి బారామతి ఎంఎల్‌ఎ అజిత్‌పవార్ మహారాష్ట్ర ప్రముఖ రాజకీయ యోధుడు శరద్‌పవార్‌కు చిన్నాన్న కొడుకు.
"
"It’s well-known that Superstar Mahesh Babu’s nephew and Guntur MP Jaydev Galla’s son Ashok Galla is all set to make his acting debut soon.
","సూపర్ స్టార్ మహేష్ బాబు అక్క, బావలైన గల్లా జయదేవ్ మరియు పద్మావతిల పెద్ద కుమారుడు గల్లా అశోక్ అతి త్వరలో హీరోగా లాంచ్ కాబోతున్నట్లు ఇప్పటికే టాలీవుడ్ లో వార్తలు వచ్చిన విషయం తెలిసిందే.
"
"Guntur: In a shocking incident, a man allegedly murdered two of his nephews in Andhra Pradesh’s Guntur district.
","గుంటూరు: కుటుంబ కలహాల నేపథ్యంలో అన్నను ఓ తమ్ముడు గొడ్డలితో నరికి చంపిన దారుణ సంఘటన గుంటూరు జిల్లా చుండూరుకు చోటుచేసుకుంది.
"
"He was accompanied by TMC MP and the chief minister's nephew, Abhishek Banerjee.
","ముఖ్యమంత్రి మమత బెనర్జీ మేనల్లుడు అబిషేక్ బెనర్జీ సమక్షంలో ఆయన పార్టీలో చేరారు.
"
"A pistol owned by Ankit Das, nephew of former Union minister Akhilesh Das, and a repeater gun, which was with Das’ bodyguard Lateef Kale, were also among them.
","కేంద్ర మాజీ మంత్రి అఖిలేశ్‌ దాస్‌ మేనల్లుడు అంకిత్‌ దాస్‌ వద్ద నుంచి ఓ పిస్టల్‌ను, ఆయన అంగరక్షకుడు లతీఫ్‌ కాలే వద్దనున్న రిపీటర్‌ గన్‌నూ అధికారులు స్వాధీనం చేసుకొని పరీక్షించారు.
"
"Bhramananda Reddy is the nephew of Nagi Reddy.
","నాగిరెడ్డి అన్న భూమా వీరశేఖరరెరడ్డి కొడుకు బ్రహ్మానందరెడ్డి.
"
"Jayalalithaa’s bungalow to be handed over to her niece and nephew, rules Madras High Court
","జయలలిత నివాసాన్ని ఆమె మేనకోడలికి అప్పగించండి: మద్రాస్ హైకోర్టు కీలక తీర్పు
"
"Darsakudu introduces Sukumar’s nephew Ashok as a hero.
","సుకుమార్ అన్న తనయుడు అశోక్ హీరోగా పరిచయం అవుతున్నారు.
"
"Megastar Chiranjeevi will be launching the theatrical trailer for his nephew Sai Dharam Tej’s upcoming social drama, Republic.
","మెగాస్టార్ చిరంజీవి తన మేనల్లుడు సాయి ధరమ్ తేజ్ నటించిన సోషల్ డ్రామా రిపబ్లిక్ థియేట్రికల్ ట్రైలర్ ను లాంచ్ చేయనున్నారు.
"
"The TDP fielded Bhuma Brahmananda Reddy, his nephew, in the by-election.
","ఈ ఉప ఎన్నికల్లో టిడిపి అభ్యర్థి భూమా బ్రహ్మానంద రెడ్డి అద్భుత విజయం సాధించారు.
"
"Among the signatories were Netajis daughter Anita Pfaff, niece Chitra Ghosh, grandnephew and BJP leader Chandra Bose, nephew Dwarkanath Bose and niece Krishna Bose.
","నేతాజీ కుమార్తె అనితాప్రాఫ్‌్‌, మేన కోడలు చిత్రఘోష్‌, మేనల్లుడు, బిజెపి నేత చంద్రబోస్‌, మేనల్లుడు ద్వారకానాథ్‌ బోస్‌, మేనకోడలు కృష్ణబోస్‌లు ఆ ప్రకటనపై సంతకం చేసిన వారిలో ఉన్నారు.
"
"Their list included relatives of Sasikala's nephew Vivek Jayaraman - the chief of Jaya TV - her niece Krishnapriya, her brother Dhivakaran, husband Jayaraman and nephew TTV Dhinakaran, the sidelined AIADMK leader currently fighting for control of the party.
","శశికళ సోదరుడు దివాకరన్, టీటీవీ దినకరన్, టీటీవీ భాస్కరన్, జయా టీవీ ఎండీ వివేక్, క్రిష్ణప్రియ ఎవరికి వారు తామే జయలలిత, శశికళ వారసులు అంటూ ప్రకటించుకోవడం వారి కుటుంబ సభ్యుల్లో చిచ్చురేపింది.
"
"Arjun featured in the double role of Charan and Karan, nephew of Kartar Singh.
","ఈ సినిమాలో అర్జున్ కపూర్ కరణ్, చరణ్ అనే రెండు విభిన్నమైన పాత్రల్లో నటించాడు.
"
"Bollywood actor and Aamir's nephew Imran Khan was also invited for the event.
","వీరితో పాటు బాలీవుడ్‌ మిస్టర్‌ ఫర్‌ఫెక్షనిస్ట్‌, ప్రముఖ నటుడు ఆమిర్‌ ఖాన్‌కు ఆహ్వానం అందించారు.
"
"Guntur: In a shocking incident, a man allegedly murdered two of his nephews in Andhra Pradesh’s Guntur district.
","గుంటూరు: ఆంధ్రప్రదేశ్ రాష్ట్రంలోని గుంటూరు జిల్లాలో ముగ్గురు కామాంధులు దారుణానికి ఒడిగట్టారు.
"
"Along side his nephew Nirav Modi, Mr Choksi is accused of dishonest Punjab Nationwide Financial institution of as much as Rs 13,500 crore.
","రూ. 13,500 కోట్ల పంజాబ్‌ నేషనల్‌ బ్యాంకు కుంభకోణం కేసులో ఛోక్సీ, ఆయన మేనల్లుడు నీరవ్‌ మోదీ ప్రధాన నిందితులుగా ఉన్న విషయం తెలిసిందే.
"
"Woman stabbed to death by nephew
","సవతితల్లిని కొడవలితో నరికి చంపాడు
"
"2 crores were stolen from the house of Mr Uttam Kumar Reddy, nephew of Mr T Subbirami Reddy at Road Number 2,…
","రోడ్ నెంబర్ 2లోని టి. సుబ్బిరామిరెడ్డి అన్న కొడుకు ఉత్తమ్ కుమార్ రెడ్డి ఇంట్లో 2 కోట్ల విలువైన వజ్రాల ఆభరణాలు అపహరించారు.
"
"A mother, brother, nephews, and sisters, things like that.
","అన్న, తమ్ముడు, కొడుకు, మామయ్య ఇలా ఏదో ఒక బంధుత్వం కలిపేసుకునేంత.
"
"Nagarjuna’s nephew Sumanth married actress Keerthy Reddy in a grand ceremony.
","నాగార్జున మేనల్లుడు సుమంత్ అందాల కథానాయిక కీర్తి రెడ్డిని వివాహం చేసుకున్నాడు.
"
"Devendra Fadnavis took oath as Chief Minister and Sharad Pawar's nephew, Ajit Pawar, was sworn in as his deputy.
","సీఎంగా దేవేంద్ర ఫడ్నవీస్, డిప్యూటీ సీఎంగా అజిత్ పవార్ ప్రమాణం చేయడంపై శరద్ పవార్, ఉద్దవ్ థాక్రే మండిపడుతున్న సంగతి తెలిసిందే.
"
"Justice N Seshasayee passed the order on writ petitions filed by Jayalalithaa’s niece and nephew, J Deepa and J Deepak, against the acquisition.
","రాష్ట్ర ప్రభుత్వ నిర్ణయాన్ని సవాలు చేస్తూ జయలలిత మేన కోడలు దీప, మేనల్లుడు దీపక్‌ వేసిన రిట్‌ పిటిషన్‌పై జస్టిస్‌ ఎన్‌ శేషసాయి నేతృత్వంలోని ధర్మాసనం ఈ మేరకు తీర్పు చెప్పింది.
"
"” Music is composed by G. V. Prakash Kumar, A. R. Rahman’s nephew.
","రహమాన్ మేనల్లుడు జి. వి. ప్రకాశ్ కుమార్ సంగీతం అందిస్తున్నారు.
"
"Besides Bhujbal, his son Pankaj, nephew Sameer and five others were cleared of all charges by the Court.
","భుజబల్‌తోపాటు ఆయన కుమారుడు పంకజ్, మేనల్లుడు సమీర్, మరో ఐదుగురి పేర్లను ఈ కేసులో నుంచి తొలగించడానికి కోర్టు అనుమతించింది.
"
"Monish Pathipati, the grandson of producer Pokuri Baburao , who has produced several social films under the banner of Eetaram Films, and nephew of director Bhimineni Srinivasa Rao, is foraying into the Telugu film industry as a producer.
","ఈ తరం ఫిలింస్ బ్యానర్ లో పలు సామాజిక చిత్రాలను నిర్మించిన నిర్మాత పోకూరి బాబూరావు మనవడు, దర్శకుడు భీమినేని శ్రీనివాసరావు తమ్ముడి కొడుకు మోనీష్ పత్తిపాటి నిర్మాతగా తెలుగు చిత్ర పరిశ్రమలో అడుగుపెడుతున్నారు.
"
"Venky and Chay will be seen as Uncle and nephew in the film.
","ఈ సినిమాలో మేనమామ మేనల్లుడు పాత్రల్లో వెంకీ,చైతూ కనిపించనున్నారు.
"
"His nephew, Rohit, has gone missing in the floods.
","అన్నయ్య రోహిత్‌ నెత్తురు మడుగులో పడి ఉన్నాడు.
"
"Mohammed Ali Shah (extreme right) is the nephew of actor Naseeruddin Shah.
","జమీరుద్దీన్ షా కొడుకు మహమ్మద్ ఆలీ షా ఒక నటుడు.
"
"Her nephew was also attacked.
","అడ్డొచ్చిన చెల్లెలిపైనా దాడి చేశారు.
"
"Megastar Chiranjeevi's nephew and Telugu actor Sai Dharam Tej, who was injured in a bike accident in Hyderabad, is stable, said doctors.
","ప్రముఖ టాలీవుడ్ నటుడు, మెగాస్టార్ చిరంజీవి మేనల్లుడైన సాయి ధరమ్ తేజ్‌కు( Sai Dharam Tej ) ప్రాణాపాయం తప్పిందంటున్నారు వైద్యులు.
"
"The CBI has summoned TMC MP and Mamata Banerjee’s nephew Abhishek Banerjee's wife Rujira Banerjee to join its probe in the alleged coal smuggling case.
","బొగ్గు గనుల ముడుపుల కుంభకోణానికి సంబంధించి బెంగాల్ సీఎం మమతా బెనర్జీ మేనల్లుడు అభిషేక్ బెనర్జీ భార్య రుజిరను సీబీఐ అధికారులు విచారించారు.
"
"A pistol owned by Ankit Das, nephew of former Union minister Akhilesh Das, and a repeater gun, which was with Das' bodyguard Lateef Kale, were also among them.
","కేంద్ర మాజీ మంత్రి అఖిలేశ్‌ దాస్‌ మేనల్లుడు అంకిత్‌ దాస్‌ వద్ద నుంచి ఓ పిస్టల్‌ను, ఆయన అంగరక్షకుడు లతీఫ్‌ కాలే వద్దనున్న రిపీటర్‌ గన్‌నూ అధికారులు స్వాధీనం చేసుకొని పరీక్షించారు.
"
"Governor E. S. L. Narasimhan, his wife Vimala Narasimhan, KCR's daughter and MP K. Kavitha, nephew and state minister Harish Rao and state ministers and top officials attended the ceremony.
","రాష్ట్రపతి సతీమణి సవిత, కుమార్తె స్వాతి, రాష్ట్ర గవర్నర్‌ ఈఎస్‌ఎల్‌ నరసింహన్‌, ఆయన సతీమణి విమలా నరసింహన్‌, ముఖ్యమంత్రి కేసీఆర్‌లు ఇందులో పాల్గొన్నారు.
"
"The police have arrested the nephew of the victim's father in this connection.
","ఈ మేరకు కేసు నమోదు చేసుకున్న పోలీసులు, బాధితురాలి తండ్రిని అరెస్ట్ చేసి విచారణ జరుపుతున్నారు.
"
"Ajit Pawar, the nephew of Sharad Pawar, was made the deputy chief minister.
","ట్విస్టుల్లోనే మహా ట్విస్టుగా శరద్ పవార్ అన్న కొడుకు అజిత్ పవార్ ఉపముఖ్యమంత్రిగా ప్రమాణ స్వీకారం చేసారు.
"
"As a result, Krish planned another film with Pawan’s own nephew.
","అందుకే పవన్ స్వంత మేనల్లుడుతో సినిమా ప్లాన్ చేసి అటు వెళ్లారు క్రిష్.
"
"Banerjee is the nephew of West Bengal Chief Minister Mamata Banerjee.
","పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ మేనల్లుడు అభిషేక్ బెనర్జీ.
"
"Sanjhi Ram was allegedly joined by special police officers Deepak Khajuria and Surender Verma, friend Parvesh Kumar alias Mannu, Ram's nephew, a juvenile, and his son.
","అత్యాచార నిందితుల్లో సంజీతో పాటు స్పెషల్ పోలీస్ ఆఫీసర్లు దీపక్ ఖజూరియా, సురేందర్ వర్మ, వారి స్నేాహితులు పర్వేష్ కుమార్, సంజీ మేనల్లుడు, సంజీ కుమారుడు కూడా నిందితులేనని పేర్కొన్నారు.
"
"It’s well known that Megastar Chiranjeevi’s nephew and Sai Dharam Tej’s younger brother Vaishnav Tej is making his acting debut with an intense romantic drama, titled ‘Uppena.
","మెగాస్టార్ చిరంజీవి చిన్న మేనల్లుడు, సుప్రీమ్ హీరో సాయి ధరమ్ తేజ్ తమ్ముడు అయిన పంజా వైష్ణవ్ తేజ్ ‘ఉప్పెన’ సినిమాతో హీరోగా పరిచయం అయిన సంగతి తెలిసిందే.
"
"Mamata Banerjee’s nephew Abhishek Banerjee represents Diamond Harbour in the Lok Sabha.
","కాగా, డైమండ్ హార్బర్ లోక్‌సభ నియోజకవర్గానికి ముఖ్యమంత్రి మమతా బెనర్జీ మేనల్లుడు అభిషేక్ బెనర్జీ ప్రాతినిధ్యం వహిస్తున్నారు.
"
"Ajit Pawar, NCP chief Sharad Pawar’s nephew, took oath as the deputy chief minister.
","ఎన్సీపీ అధినేత శరత్‌ పవార్‌ కు షాక్‌ ఇచ్చి అజిత్‌ పవార్‌ బీజేపీకి మద్దతు ఇచ్చి ఉప ముఖ్యమంత్రిగా ప్రమాణ స్వీకారం చేశాడు.
"
"Kolkata: The CBI has issued summons to the wife of West Bengal chief minister Mamata Banerjee's nephew Abhishek Banerjee.
","కోల్ స్కాంలో ఇటీవలే పశ్చిమ బెంగాల్ సీఎం మమతా బెనర్జీ మేనల్లుడు, ఎంపీ అభిషేక్ బెనర్జీ భార్య రుజిరా బెనర్జీకి సీబీఐ అధికారులు నోటీసులు పంపడం తెలిసిందే.
"
"Hyderabad: Tollywood hero and megastar Chiranjeevi’s nephew, Sai Dharam Tej, was injured in a road accident.
","మెగాస్టార్‌ చిరంజీవి మేనల్లుడు, సినీ నటుడు సాయిధరమ్‌ తేజ్‌ రోడ్డు ప్రమాదంలో గాయపడిన విషయం తెలిసిందే.
"
"Hyderabad: Tollywood hero and megastar Chiranjeevi’s nephew, Sai Dharam Tej, was injured in a road accident.
","Sai Dharam Tej: హైదరాబాద్‌లో జరిగిన రోడ్డు ప్రమాదంలో మెగా హీరో సాయి ధరమ్ తేజ్‌ తీవ్రంగా గాయపడిన విషయం తెలిసిందే.
"
"Bahujan Samaj Party president Mayawatis brother Anand Kumar has been appointed as vice-president of the party and nephew Akash Anand as the national coordinator.
","మాయావతి తన సోదరడు కుమార్‌ను పార్టీ జాతీయ ఉపాధ్యక్షుడిగా, మేనల్లుడు ఆకాష్‌ ఆనంద్‌ను జాతీయ సమన్వయకర్తగా నియమించారు.
"
"Both Choksi and and his nephew Modi left the country before criminal cases were lodged against them.
","నిరవ్ మోడీ మరియు చోస్కీలు ఇద్దరి మీద నేరారోపణలు జరగక ముందే దేశాన్ని విడిచి వెళ్లిపోయారు.
"
