eng_Latn,mal_Mlym
"As part this process, Mamata Banerjee's MP nephew Abhishek Banerjee has been made the party's national general secretary.
","യുവജന വിഭാഗം നേതാവും മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ അനന്തരവനുമായ അഭിഷേക് ബാനര്‍ജിയെ പാര്‍ട്ടി ദേശീയ ജനറല്‍ സെക്രട്ടറിയായി നിയമിച്ചത് തന്ത്രപരമായ നീക്കത്തിന്റെ ഭാഗമായാണ്.
"
"“My nephew is not a monster.
","""""എന്റെ മോനും മോശക്കാരനൊന്നുമല്ല.
"
"As we as a whole realize that Boney Kapoor went to go to the wedding of his nephew, Mohit Marwah in Dubai with spouse Sridevi and little girl Khushi Kapoor.
","ബോളിവുഡ് നടനും ശ്രീദേവിയുടെ ബന്ധുവുമായ മോഹിത് മര്‍വ്വയുടെ വിവാഹത്തില്‍ പങ്കെടുക്കാനാണ് ശ്രീദേവിയും ഭര്‍ത്താവ് ബോണി കപൂര്‍, മകള്‍ ഖുഷി എന്നിവര്‍ ദുബായിലേക്ക് പോയത്.
"
"Muhammad Usman, who is the nephew to Maulana Masood Azar, the master mind behind Pathankot attack and the head of Jaish-e-Mohammed.
","പഠാന്‍കോട്ട് ആക്രമണത്തിന്റെ സൂത്രധാരനും ജെയ്‌ഷെ മുഹമ്മദ് തലവനുമായ മൗലാന മസൂദ് അസറിന്റെ അനന്തരവനാണ് കൊല്ലപ്പെട്ടവരിലൊരാളായ മുഹമ്മദ് ഉസ്മാന്‍.
"
"Police have arrested the owner of the house and his nephew in connection to the incident.
","സംഭവത്തില്‍ പമ്പ് ഉടമയേയും സുഹൃത്തിനേയും പോലീസ് അറസ്റ്റു ചെയ്തു.
"
"Choksi and his nephew and fellow diamond merchant Nirav Modi have been accused of defrauding the state-owned Punjab National Bank (PNB) to the tune of Rs 13,500 crore.
","വജ്രവ്യാപാരി നീരവ് മോദിയും അമ്മാവൻ ചോക്സിയും ചേർന്നു പിഎൻബിയിലെ 13,500 കോടി തട്ടിയെടുത്തു വിദേശത്തേക്കു മുങ്ങി എന്നതാണു കേസ്.
"
"Apart from Gandhi, the numbers of the newly-appointed Union IT Minister Ashwini Vaishnaw, political strategist Prashant Kishor and West Bengal CM Mamata Banerjee’s MP nephew Abhishek Banerjee were also on the list .
","രാഹുല്‍ ഗാന്ധിക്ക് പുറമേ തൃണ്‍മൂല്‍ കോണ്‍ഗ്രസ് നേതാവ് മമത ബാനര്‍ജിയുടെ ബന്ധു അഭിഷേക് ബാനര്‍ജി, പ്രശാന്ത് കിഷോര്‍, കേന്ദ്ര ഐടി മന്ത്രി അശ്വിനി വൈഷ്ണവ് തുടങ്ങിയവരുടെ പേരുകളും പട്ടികയില്‍ ഉള്‍പ്പെടുന്നു.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","ശരദ് പവാറിന്റെ സഹോദര പുത്രനാണ് അജിത് പവാർ.
"
"Allu Arjun is the nephew of leading Telugu actor Chiranjeevi.
","തമിഴ് നടന്‍ അര്‍ജ്ജുന്‍ സര്‍ജയുടെ അനന്തരവനാണ് ചിരഞ്ജീവി സര്‍ജ.
"
"King Salman’s brother, Prince Ahmad bin Abdul Aziz, had been detained along with the king’s nephew Prince Mohammad bin Nayef, former crown prince and interior minister.
","സൗദി രാജാവിന്റെ സഹോദരപുത്രനും കിരീടാവകാശിയെ നിശ്ചയിക്കുന്ന കൗണ്‍സില്‍ അംഗവുമായ മുഹമ്മദ് ബിന്‍ സാദ് ബിന്‍ അബ്ദുള്‍ അസീസ് അല്‍ സൗദ്, സൗദിയുടെ മുന്‍ കിരീടവകാശിയായ മുഹമ്മദ് ബിന്‍ നായിഫ്, മുഹമ്മദ് ബിന്‍ സല്‍മാന്‍ രാജകുമാരന്റെ തന്നെ സഹോദരനായ അഹമ്മദ് ബിന്‍ അബ്ദുളസീസ് തുടങ്ങിയവരെയും അധികാരം പിടിച്ചെടുക്കുന്നതിന്റെ ഭാഗമായി അറസ്റ്റ് ചെയ്തുവെന്നായിരുന്നു നേരത്തെ റിപ്പോര്‍ട്ടുകള്‍.
"
"Ajit Pawar's statement false, no question of alliance with BJP: Sharad Pawar hits back at nephew
","ബിജെപിയുമായി സഖ്യമില്ല; അജിത് പവാര്‍ ആശയക്കുഴപ്പമുണ്ടാക്കുന്നു: ശരദ് പവാര്‍
"
"And my parents and my sisters, my nieces and my nephews.
","എനിക്കും എന്‍റെ മക്കള്‍ക്കും എന്‍റെ മരുമകള്‍ക്കും മരുമകളുടെ വീട്ടുകാര്‍ക്കും.
"
"Chiranjeevi is also the nephew of actor Arjun Sarja.
","നടൻ അര്‍ജുന്‍ ചിരഞ്ജീവി സര്‍ജയുടെ ബന്ധുവാണ്.
"
"A niece and two nephews reside here.
","ഭാര്യയും രണ്ട് സഹോദരങ്ങളും ആണ് ഇവിടെ താമസം.
"
"Raj is the nephew of Union minister Ramvilas Paswan.
","കേന്ദ്രമന്ത്രി രാംവിലാസ് പാസ്വാന്റെ മകനാണ് ചിരാഗ്.
"
"Sridevi along with her husband Boney Kapoor and daughter Khushi were in Dubai to attend the wedding of actor and nephew Mohit Marwah.
","ദുബായിൽ നടൻ മോഹിത് മ‍ർവയുടെ വിവാഹ ചടങ്ങിൽ പങ്കെടുക്കാനായിരുന്നു ശ്രീദേവി ഭ‍ർത്താവ് ബോണി കപൂറിനും മകൾ ഖുഷിക്കുമൊപ്പം ദുബായിലെത്തിയത്.
"
"Choksi and his nephew Nirav Modi allegedly embezzled an amount of Rs 13,500 crore from Punjab National Bank.
","പഞ്ചാബ് ബാങ്കിനെ കബളിപ്പിച്ച് ചോക്‌സിയും അയാളുടെ അനന്തരവന്‍ നീരവ് മോദിയും 13,500 കോി രൂപയാണ് തട്ടിയെടുത്തത്.
"
"Binu managed to save Anitha and Aadhi Krishnas brother and Anithas nephew.
","ബിനു അനിതയെയും ആദികൃഷ്ണയുടെ സഹോദരനെയും അനിതയുടെ സഹോദരന്റെ മകനെയും രക്ഷിച്ചു.
"
"Appointment of PK Sudheer, Jayarajan's nephew and son of CPI(M) Kannur MP PK Sreemathi, as the Managing Director of Kerala State Industrial Enterprises Ltd had triggered the row.
","പികെ ശ്രീമതി ടീ്ച്ചറുടെ മകന്‍ പികെ സുധീറിനെ കേരളാ സ്റ്റേറ്റ് ഇന്റസ്ട്രിയല്‍ എന്റര്‍പ്രൈസസ് ലിമിറ്റഡ് മാനേജിംഗ് ഡയറക്ടറായി നിയമിക്കാന്‍ ശ്രമിക്കുകയും ബന്ധു ദീപ്തി നിഷാദിനെ കേരള ക്ലേ ആന്റ് സിറാമിക്സ് ജനറല്‍ മാനേജറായി നിമയിക്കുകയും ചെയ്തതിന് ഇപി ജയരാജന് മന്ത്രി സ്ഥാനം രാജിവെക്കേണ്ടി വന്ന പുതിയ സാഹചര്യത്തില്‍ സിപിഎം നേതൃദമ്പതികളുടെ മകന്റെ നിയമനവും സ്ഥാനക്കയറ്റവും പാര്‍ട്ടി ഗൗരവത്തോടെ കാണുമെന്നാണ് കരുതപ്പെടുന്നത്.
"
"Farooq was a nephew of Masood Azhar.
","മസൂദ് അസഹ്റിൻ്റെ അനന്തരവനാണ് ഉമർ ഫാറൂഖ്.
"
"Arjun Kapoor is the Son of Bollywood producer Boney Kapoor and nephew of Anil Kapoor.
","ബോണി കപൂറിന്റെ മകന്‍ അര്‍ജുന്‍ കപൂറാണ് നായകനായി അഭിനയിച്ച് അഭിഷേക് കപൂറാണ് സിനിമ സംവിധാനം ചെയ്യുന്നത്.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്ന് 13,000 കോടി രൂപ തട്ടിയെടുത്ത കേസിലെ പ്രധാന പ്രതികളായ നീരവ് മോദിയും മെഹുല്‍ ചോക്‌സിയും ഇപ്പോള്‍ വിദേശത്താണുള്ളത്.
"
"Mehul Choksi and nephew Nirav Modi have allegedly siphoned off over Rs 13,000 crore of public money.
","13,000 കോടി രൂപ വായ്പയെടുത്താണ് നീരവ് മോദിയും അമ്മാവൻ മെഹുൽ ചോക്സിയും നാടുവിട്ടത്.
"
"Man arrested for killing 15-yr-old nephew
","15കാരിയെ തട്ടിക്കൊണ്ടുപോയി പീഡിപ്പിച്ച യുവാവിന് ജീവപര്യന്തം
"
"Dear boy, dear, beloved my nephew!
","എന്റെ ചന്ന, എന്റെ സ്‌നേഹമുള്ള കുഞ്ഞ്‌, എന്റെ സമാധാനം!
"
"Addressing a press conference, Amit Shah said, Our aim is to build a strong Bengal in a new era of development, but Mamata Banerjee's aim is to make her nephew the next Chief Minister,"" adding ""She has failed to meet all expectations.
","വികസനത്തിന്റെ പുതിയ കാലഘട്ടത്തിലൂടെ കരുത്തുറ്റ ബംഗാളിന്റെ നിര്‍മിതിയാണ് ബി. ജെ. പി ലക്ഷ്യമിടുന്നതെന്നും മരുമകനെ അടുത്ത മുഖ്യമന്ത്രിയാക്കുകയാണ് മുഖ്യമന്ത്രിയുടെ ലക്ഷ്യമെന്നും അമിത് ഷാ വാര്‍ത്താ സമ്മേളനത്തില്‍ ആരോപിച്ചു.
"
"Chiranjeevi is also the nephew of actor Arjun Sarja.
","നടന്‍ അര്‍ജുന്‍ ചിരഞ്ജീവി സര്‍ജയുടെ ബന്ധുവാണ്.
"
"Cousins, aunts, uncles, nephews or nieces are NOT considered immediate family.
","അമ്മാവൻ, മരുമക്കൾ, ഭാര്യാ സഹോദരൻ, പേരമക്കൾ, മാതാമഹി തുടങ്ങിയവരെ അടുത്ത ബന്ധുക്കളായി പരിഗണിക്കില്ല.
"
"Ajit Pawar, the NCP leader and nephew of party chief Sharad Pawar, was to be deputy chief minister.
","എൻസിപി നേതാവും ശരദ് പവാറിൻ്റെ അനന്തരവനുമായി അജിത് പവാറിന് ഉപമുഖ്യമന്ത്രി സ്ഥാനം ലഭിച്ചേക്കും.
"
"His father K. P. S. Menon (Senior) was the first Foreign Secretary of India and his nephew Shivsankara Menon was also Foreign Secretary and National Security Adviser.
","അദ്ദേഹത്തിന്റെ പുത്രനായ കെ. പി. എസ്സ്. മേനോൻ ജൂനിയർ വിദേശകാര്യ ഉദ്യോഗസ്ഥനും ചൈനയിലെ ഇന്ത്യൻ നയതന്ത്രപ്രതിനിധിയുമായിരുന്നു.
"
"BSP chief Mayawati appoints brother and nephew to top party posts
","ബിഎസ്പി പാര്‍ട്ടിയുടെ പ്രധാന സ്ഥാനങ്ങളില്‍ സഹോദരനെയും സഹോദര പുത്രനെയും നിയോഗിച്ച്‌ മായാവതി.
"
"VK Sasikala’s nephew Jayanand Divakaran sent a legal notice and sought an unconditional apology from Udhayanidhi Stalin for his remarks about his aunt.
","ഉദയനിധി സ്റ്റാലിന്‍ നിരുപാധികം മാപ്പ് പറയണമെന്നാവശ്യപ്പെട്ട് ശശികലയുടെ മരുമകന്‍ ജയാനന്ദ് ദിവാകരന്‍ വക്കീല്‍ നോട്ടീസയച്ചിരിക്കുകയാണ്.
"
"“With my nephew Avinash Tharoor, I have waded into the drug policy debate, by arguing in favour of the legalisation & regulation of cannabis in the land of bhang,” Tharoor stated in the old tweet.
","‘എന്റെ അനന്തരവന്‍ അവിനാശ് തരൂരുമായി, രാജ്യത്ത് കഞ്ചാവ് നിയമവിധേയമാക്കുന്നതിനും നിയന്ത്രിക്കുന്നതിനും അനുകൂലമായി വാദിച്ചുകൊണ്ട് ഞാന്‍ മയക്കുമരുന്ന് നയ ചര്‍ച്ചയില്‍ ഏര്‍പ്പെട്ടു’ തന്റെ പഴയ ട്വീറ്റും തരൂര്‍ പുതുതായി ചേര്‍ത്തിട്ടുണ്ട്.
"
"He was like a younger brother or nephew to me.
","ഒരു സഹോദരനെയോ സുഹൃത്തിനെയോ പോലെയായിരുന്നു എന്നോട് അദ്ദേഹം പെരുമാറിയിരുന്നത്.
"
"Abhishek, the Trinamool Congress 's Diamond Harbour MP, is the nephew of Chief Minister Mamata Banerjee.
","മുഖ്യമന്ത്രി മമതാ ബാനര്‍ജിയുടെ അനന്തരവനും തൃണമൂല്‍ എംപിയുമായ അഭിഷേക് ബാനര്‍ജിയുടെ മണ്ഡലമാണ് ഡയമണ്ട് ഹാര്‍ബര്‍.
"
"Actors Chiranjeevi Sarja and Dhruva Sarja are his nephews.
","ചിത്രത്തിൽ ചിരഞ്ജീവിയുടെ സഹോദരന്മാരായ ധ്രുവ സർജയയും സൂരജ് സർജയുമുണ്ട്.
"
"At weekends I enjoy spending time with my family and seeing my nephews.
","ഒഴിവുസമയത്ത് കുടുംബത്തോടൊപ്പം ചെലവഴിക്കാനും കൂട്ടുകാരോടൊപ്പം സഫാരി നടത്താനും ഇഷ്ടമാണ്.
"
"Sridevi had gone to Dubai along with her husband producer Boney Kapoor and their younger daughter Khushi, to attend the wedding of Mr Kapoor's nephew Mohit Marwah.
","ബന്ധുവും ചലച്ചിത്രനടനുമായ മോഹിത് മര്‍വയുടെ വിവാഹത്തില്‍ സംബന്ധിക്കാനായാണ് ഭര്‍ത്താവും സിനിമാ നിര്‍മ്മാതാവുമായ ബോണി കപൂര്‍, ഇളയ മകള്‍ ഖുഷി കപൂര്‍ എന്നിവര്‍ക്കൊപ്പം ശ്രീദേവി യുഎഇയില്‍ എത്തിയത്.
"
"Saif Ali Khan’s younger sister, Saba Ali Khan, shared a picture with her nephew Jeh.
","മകന്റെ മനോഹരമായ ചിത്രവുമായി നില്‍ക്കുന്ന സെയ്ഫിന്റെ ഫോട്ടോ സഹോദരി സോയ അലി ഖാനാണ് പുറത്തു വിട്ടത്.
"
"Allegations have been made against the wife and sister-in-law of Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee in connection with its probe into the scam.
","കൽക്കരി കൈക്കൂലി കേസുമായി ബന്ധപ്പെട്ട് തൃണമൂൽ എംപിയും മമതയുടെ മരുമകനുമായ അഭിഷേക് ബാനർജിയുടെ ഭാര്യയെ സിബിഐ ചോദ്യം ചെയ്തതിന് പിന്നാലെയാണ് മോദിക്കെതിരെ വിമർശനം ഉന്നയിച്ച് മമത രംഗത്തെത്തിയത്.
"
"Bansal's nephew Vijay Singla is accused of taking money from Mahesh Kumar to make him member of the Railway board's electrical arm.
","ബന്‍സലിന്റെ അനന്തിരവനായ വിജയ്‌ സാംഗ്ലയുടെ നിര്‍ദ്ദേശപ്രകാരം ബോര്‍ഡ്‌ മെമ്പറായ മഹേഷ്‌ കുമാര്‍ ഇലക്ട്രിക്കല്‍ വിഭാഗത്തിന്റെ ചുമതല ലഭിക്കാന്‍ വേണ്ടിയാണ്‌ കൈക്കൂലി നല്‍കിയത്‌.
"
"They are grandfather and grand- mother, father and mother, brother and sister, son and daughter, grandson and granddaughter, uncle and aunt, nephew and niece, and cousin.
","അച്ഛനും അമ്മയും മക്കളും കൂടാതെ മുത്തച്ഛന്‍മാരേയും മുത്തശ്ശിമാരെയും പേരക്കുട്ടികളേയും അമ്മായി അ്ച്ഛനേയും അമ്മായി അമ്മയേയും, മരുമക്കളേയും എല്ലാം ഉള്‍പ്പെടുത്തിയിട്ടുണ്ട്.
"
"Sanji Ram was allegedly joined by special police officers Deepak Khajuria and Surender Verma, friend Parvesh Kumar alias Mannu, Ram's nephew, a juvenile, and his son Vishal Jangotra alias ""Shamma"".
","സഞ്ജി റാം, ഇയാളുടെ ബന്ധു, പോലീസുദ്യോഗസ്ഥനായ ദീപക് ഖജൗരിയ, സുരേന്ദര്‍ വെര്‍മ, പര്‍വേഷ് കുമാര്‍, വിശാല്‍ ജംഗോത്ര, ഒരു പ്രായപൂര്‍ത്തിയാകാത്തയാള്‍ തുടങ്ങിയവരാണ് പ്രതികള്‍.
"
"Choksi along with his nephew Nirav Modi has been on the lookout for the Indian govt for allegedly swindling ₹ 13,500 crores from the state-run Punjab National Bank using fake documents.
","വ്യാജ രേഖകൾ ഉപയോഗിച്ച് ബന്ധു നീരവ് മോദിയുമായി ചേർന്ന് പഞ്ചാബ് നാഷനൽ ബാങ്കിൽ നിന്ന് 13,500 കോടി രൂപ തട്ടിയെടുത്തെന്നാണ് ചോക്‌സിക്കെതിരായ കേസ്.
"
"Abhishek, a TMC MP from Diamond Harbour, is the nephew of Chief Minister Mamata Banerjee.
","മുഖ്യമന്ത്രി മമതാ ബാനര്‍ജിയുടെ അനന്തരവനും തൃണമൂല്‍ എംപിയുമായ അഭിഷേക് ബാനര്‍ജിയുടെ മണ്ഡലമാണ് ഡയമണ്ട് ഹാര്‍ബര്‍.
"
"1975 - King Faisal of Saudi Arabia was murdered by his nephew Prince Faisal.
","1975 ല്‍ അമ്മാവന്‍ ഫൈസല്‍ രാജാവിനെ കൊന്നതിന്റെ പേരില്‍ ഫൈസല്‍ ബിന്‍ മുസൈദ് അല്‍ സൗദിനെ വധിച്ചതായിണ് ഇതിനു മുമ്പുണ്ടായ സംഭവം.
"
"She was in Dubai to attend her nephew’s wedding.
","ബന്ധുവി​​െന്‍റ വിവാഹ ചടങ്ങില്‍ പ​െങ്കടുക്കുന്നതിനായി ദുബൈയിലെത്തിയതായിരുന്നു അവര്‍.
"
"(Angelus), emperor of the East, was the second son of Andronicus Angelus, nephew of Alexius I.
","അലക്സിയസ് ആഞ്ജലസ്, അലക്സിയസ് I ന്റെ പൗത്രനായ അൻഡ്രോണിക്കസ് ആഞ്ജലസിന്റെ രണ്ടാമത്തെ പുത്രനായിരുന്നു.
"
"The two others held are Ahsan’s nephew Alam Chowdhury, and Mahbubur Rahman Tuhin, the building manager.
","അഹ്‌സനിന്റെ സഹോദരപുത്രൻ ആലം ചൗധരി, അഹ്‌സനിന്റെ ഫ്ലാറ്റിന്റെ മാനേജർ മഹ്‌ബൂബുർ തുഹിൻ എന്നിവരാണ് അറസ്‌റ്റിലായ മറ്റ് രണ്ട് പേർ.
"
"Nikhil Meswani is the nephew of India’s richest man, Mukesh Ambani, the chairman and managing director of Reliance Industries Limited.
","റിലയൻസ് ഇൻഡസ്ട്രീസ് ലിമിറ്റഡിന്റെ, ഏഷ്യയിലെ ഏറ്റവും ധനികനായ കോർപ്പറേറ്റ് തലവൻ മുകേഷ് അംബാനിയുടെ ഏറ്റവും ശക്തമായ പിൻബലമാണ് മനോജ് മോദി.
"
"However, the police arrested his nephew in the case.
","എന്നാല്‍ സംഭവത്തില്‍ മകന്‍ അശ്വിനെ പൊലിസ് അറസ്റ്റ് ചെയ്തിട്ടുണ്ട്.
"
"The two others held are Ahsan’s nephew Alam Chowdhury, and Mahbubur Rahman Tuhin, the building manager.
","അഹ്‌സനിന്റെ സഹോദരപുത്രന്‍ ആലം ചൗധരി, അഹ്‌സനിന്റെ ഫ്‌ലാറ്റിന്റെ മാനേജര്‍ മഹ്ബൂബുര്‍ തുഹിന്‍ എന്നിവരാണ് അറസ്റ്റിലായ മറ്റ് രണ്ട് പേര്‍.
"
"Ajit Pawar is the nephew of NCP chief Sharad Pawar.
","എൻസിപി അധ്യക്ഷൻ ശരത് പവാറിന്റെ അന്തരവനാണ് പിന്നിൽ നിന്ന് കുത്തിയ അജിത് പവാർ.
"
"Mehul Choksi and nephew Nirav Modi are key accused in the Punjab National Bank (PNB) fraud case.
","നിരവ് മോദി, മെഹുൽ ചോക്സിയും ഉൾപ്പെട്ട പഞ്ചാബ് നാഷണൽ ബാങ്ക് തട്ടിപ്പ് കേസ് അന്വേഷിക്കുന്ന ബ്രാഞ്ചാണിത്.
"
"MP and Mamata Banerjee’s nephew Abhishek Banerjee was also present at the meeting.
","മമതയുടെ അനന്തരവന്‍ അഭിഷേക് ബാനര്‍ജിയും ചര്‍ച്ചയില്‍ പങ്കെടുത്തു.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷനൽ ബാങ്കിൽനിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് നീരവ് മോദിയും അമ്മാവനായ മെഹുൽ ചോക്‌സിയും.
"
"Reports said that Bansal's nephew Vijay Singla received Rs 90 lakh part payment for the transfer of railway board member Mahesh Kumar from Member (Staff) to Member (Electrical), which is considered a lucrative posting.
","റെയില്‍വേ ബോര്‍ഡ് അംഗം മഹേഷ്‌കുമാറിന് ഇലക്ട്രിക്കല്‍ വിഭാഗത്തിന്റെ ചുമതല വാഗ്ദാനം ചെയ്ത് ബന്‍സലിന്റെ അനന്തരവന്‍ വിജയ് സിംഗ്ല 90 ലക്ഷം രൂപ കൈക്കൂലി വാങ്ങിയ കേസില്‍ ബന്‍സലിനും പങ്കുണ്ടെന്ന നിഗമനത്തിലാണ് സി. ബി. ഐ സമന്‍സ് അയച്ചിരിക്കുന്നത്.
"
"Choksi and his nephew Nirav Modi are accused of defrauding Punjab National Bank in the amount of Rs 13,600 crore.
","നീരവ് മോദിയും അമ്മാവൻ മെഹുൽ ചോക്‌സിയും പഞ്ചാബ് നാഷണൽ ബാങ്കിൽ നിന്നും 13,600 കോടിയുടെ വായ്പ തട്ടിപ്പ് നടത്തിയ കേസിലാണ് അന്വേഷണം നടക്കുന്നത്.
"
"The police have arrested the nephew of the victim's father in this connection.
","ഇതുമായി ബന്ധപ്പെട്ട്‌ കുട്ടിയുടെ പിതാവിന്റെ സുഹൃത്തിനെ പോലീസ്‌ അറസ്റ്റു ചെയ്‌തു.
"
"Ankit Das is the nephew of Congress leader and former minister late Akhilesh Das.
","മുൻമന്ത്രി അഖിലേഷ് ദാസിന്റെ മരുമകനാണ് അങ്കിത് ദാസ്.
"
"""My nephew died.
","""എന്‍റെ രോഹന് മരിച്ചു.
"
"Abhishek is nephew of Chief Minister Mamata Banerjee.
","മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ അനന്തരവനാണ് അഭിഷേക് ബാനര്‍ജി.
"
"Abhishek Banerjee is a nephew of West Bengal Chief Minister Mamata Banerjee.
","ബംഗാള്‍ മുഖ്യമന്ത്രി മമതാ ബാനര്‍ജിയുടെ അനന്തരവനാണ് അഭിഷേക് ബാനര്‍ജി.
"
"Actors Chiranjeevi Sarja and Dhruva Sarja are his nephews.
","ചിത്രത്തിൽ ചിരഞ്ജീവിയുടെ സഹോദരന്മാരായ ധ്രുവ് സർജയയും സൂരജ് സർജയുമുണ്ട്.
"
"The Mumbai Police has arrested underworld don Dawood Ibrahim's nephew Rizwan Kaskar in an extortion case.
","ദാവൂദ് ഇബ്രാഹിമിന്റെ സഹോദരൻ ഇക്ബാൽ കസ്കറിന്റെ മകൻ റിസ്വാനെ രഹസ്യനീക്കത്തിലൂടെയാണ് മുംബൈ പൊലീസ് കുടുക്കിയത്.
"
"Arvind Kejriwals nephew arrested in PWD scam
","പിഡബ്ല്യൂഡി അഴിമതി കേസില്‍ ഡല്‍ഹി മുഖ്യമന്ത്രി അരവിന്ദ് കെജ്രിവാളിന്റെ ബന്ധു അറസ്റ്റില്‍
"
"Kolkata: The man who slapped West Bengal Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee has been charged with attempt to murder.
","കൊല്‍ക്കത്ത: പശ്ചിമ ബംഗാള്‍ മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയെ കൊലപ്പെടുത്താന്‍ ശ്രമിച്ചെന്ന കേസില്‍ കുറ്റാരോപിതനെ കോടതി വെറുതെ വിട്ടു.
"
"Askia-Williams is married to American Rudolph ‘Rudy’ Williams, nephew of Ron Everette and grandson of Fess Williams; together the couple have two children – daughter Teesa Olympia and son Rudolph Junior.
","റോൺ എവററ്റിന്റെ അനന്തരവനും ഫെസ് വില്യംസിന്റെ ചെറുമകനുമായ അമേരിക്കൻ റുഡോൾഫ് 'റൂഡി' വില്യംസിനെ അസ്കിയ-വില്യംസ് വിവാഹം കഴിച്ചു.
"
"Sasikala named nephew TTV Dinakaran’s as deputy general secretary of the AIADMK.
","അണ്ണാ ഡിഎംകെ ഡെപ്യൂട്ടി ജനറല്‍ സെക്രട്ടറി പദം സഹോദരീപുത്രന്‍ ടിടിവി ദിനകരന് ശശികല നല്‍കിയതില്‍ സഹോദരനായ വി കെ ദിവാകരന് അതൃപ്തിയുണ്ടായിരുന്നു.
"
"Banerjee is a Lok Sabha MP of the TMC and the nephew of West Bengal Chief Minister and party supremo Mamata Banerjee.
","പശ്ചിമ ബംഗാള്‍ മുഖ്യമന്ത്രിയും തൃണമൂല്‍ കോണ്‍ഗ്രസ് നേതാവുമായ മമതാ ബാനര്‍ജിയെ പാർട്ടിയുടെ പാര്‍ലമെന്ററി പാര്‍ട്ടി നേതാവായി തെരഞ്ഞെടുത്തു.
"
"BSP Chief Mayawati's brother Anand Kumar was appointed as the vice-president of the party while nephew Akash Anand was made national coordinator.
","സഹോദരന്‍ ആനന്ദ് കുമാറിനെ പാര്‍ട്ടിയുടെ ദേശീയ വൈസ് പ്രസിഡന്റാക്കിയപ്പോള്‍ അനന്തരവന്‍ ആകാശ് ആനന്ദിനെ ദേശീയ കോ-ഓര്‍ഡിനേറ്ററാക്കിയും നിയമിച്ചു.
"
"Srinagar/New Delhi: The nephew of Jaish-e-Muhammad chief Masood Azhar was among three militants killed in an overnight gunfight with security forces in Jammu and Kashmir's Pulwama district.
","ശ്രീനഗര്‍ : പുല്‍വാമ ജില്ലയിലുണ്ടായ ഏറ്റുമുട്ടലില്‍ സൈന്യം വധിച്ച മൂന്നു ഭീകരരില്‍ ഒരാള്‍ ജയ്‌ഷെ മുഹമ്മദ് തലവന്‍ മസൂദ് അസ്ഹറിന്റെ അനന്തരവനാണെന്ന് സൂചന .
"
"Sanji Ram was allegedly joined by special police officers Deepak Khajuria and Surender Verma, friend Parvesh Kumar alias Mannu, Ram's nephew, a juvenile, and his son Vishal Jangotra alias ""Shamma"".
","സഞ്‌ജി റാം, ഇയാളുടെ ബന്ധു, പോലീസുദ്യോഗസ്ഥനായ ദീപക്‌ ഖജൗരിയ, സുരേന്ദര്‍ വെര്‍മ, പര്‍വേഷ്‌ കുമാര്‍, വിശാല്‍ ജംഗോത്ര, ഒരു പ്രായപൂര്‍ത്തിയാകാത്തയാള്‍ തുടങ്ങിയവരാണ്‌ പ്രതികള്‍.
"
"The MP is West Bengal Chief Minister Mamata Banerjee's nephew.
","പശ്ചിമ ബംഗാള്‍ മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ അടുത്ത അനുയായിയായ കൂടിയാണ് മന്ത്രി മദന്‍ മിത്ര.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷണൽ ബാങ്കിൽനിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് നീരവ് മോദിയും അമ്മാവനായ മെഹുൽ ചോക്സിയും.
"
"But Jayan’s niece Lakshmi and nephew and serial actor Adityan has come up with allegations that Uma’s claim is wrong.
","എന്നാല്‍ ഉമയുടെ അവകാശവാദം തെറ്റാണെന്ന് ആരോപിച്ച് ജയന്റെ സഹോദരന്റെ മക്കളായ ആദിത്യനും ലഷ്മിയും രംഗത്ത് വന്നിരുന്നു.
"
"Chandra Kumar Bose, apart from being the grand nephew of Netaji Subhash Chandra Bose, is also the Vice president of the West Bengal BJP state unit.
","നേതാജി സുഭാഷ് ചന്ദ്രബോസിന്റെ സഹോദരന്റെ പൗത്രൻ ചന്ദ്രകുമാർ ബോസിനെ ബംഗാൾ ബിജെപി വൈസ് പ്രസിഡന്റ് സ്ഥാനത്തു നിന്നൊഴിവാക്കി.
"
