eng_Latn,kan_Knda
"My father is not as old as my grandfather.
","ನನ್ನ ತಂದೆ, ದೊಡ್ಡಪ್ಪ ತಾತನಂತೆ ಅಲ್ಲ.
"
"My grandfather also died 3 years ago.
","ಮೂರು ವರ್ಷದ ಹಿಂದೆಯೇ ಗಂಡ ಕೂಡ ತೀರಿ ಹೋಗಿದ್ದಾರೆ.
"
"My grandfather also died about ten years ago from the same disease.
","ನನ್ನ ತಂದೆ ಕೂಡ ಇದೇ ರೋಗಕ್ಕೆ ತುತ್ತಾಗಿ 15 ವರ್ಷಗಳ ಹಿಂದೆ ಮೃತಪಟ್ಟಿದ್ದಾರೆ.
"
"My grandfather and father were lawyers.
","ನನ್ನ ತಾತ ಮತ್ತು ನನ್ನ ತಂದೆ ಇಬ್ಬರೂ ವಕೀಲರೇ ಆಗಿದ್ದರು.
"
"My grandfather and my father were in politics.
","ನನ್ನ ತಾತ ಹಾಗೂ ತಂದೆಯೂ ರಾಜಕಾರಣದಲ್ಲಿದ್ದವರು.
"
"My grandfather and your father worked together.
","ನಮ್ಮ ತಂದೆ ಮತ್ತು ಅವರ ತಂದೆ ಒಟ್ಟೋಟ್ಟಿಗೆ ಕೆಲಸ ಮಾಡ್ತಿದ್ರು.
"
"My grandfather bought that land in 1938.
","ಈ ಭೂಮಿಯನ್ನು ನಮ್ಮ ತಂದೆ 1983ರಲ್ಲಿ ಖರೀದಿಸಿದ್ದರು.
"
"My grandfather built this house in 1917.
","ನಮ್ಮ ತಾತನವರು ಆ ಮನೆಯನ್ನು ಕಟ್ಟಿದ್ದು 1918ರಲ್ಲಿ.
"
"My grandfather built this house over 40 years ago.
","40 ವರ್ಷಗಳ ಹಿಂದೆ ಅಪ್ಪಾಜಿ ಆ ಮನೆಯನ್ನು ಕಟ್ಟಿದ್ದರು.
"
"My grandfather did not have any health issue.
","ಅಪ್ಪುಗೆ ಯಾವುದೇ ರೀತಿಯ ಆರೋಗ್ಯ ಸಮಸ್ಯೆ ಇರಲಿಲ್ಲ.
"
"My grandfather died during the movie.
","ಇಷ್ಟಕಾಮ್ಯ ಸಿನಿಮಾ ಸಮಯದಲ್ಲಿ ಅವರ ತಂದೆ ತೀರಿಕೊಂಡಿದ್ದರು.
"
"My grandfather died in 1994 when I was 14 years old.
","ನನ್ನ ತಂದೆ 2009ರಲ್ಲಿ, ನನಗೆ 14 ವರ್ಷವಿರುವಾಗಲೇ ವಿವಾಹ ಮಾಡಿದರು.
"
"My grandfather died of a heart attack within the house.
","ಮನೆ ಒಳಗೆ ವೃದ್ಧ ತಂದೆ ಹೃದಯಾಘಾತದಿಂದ ಪ್ರಾಣ ಬಿಟ್ಟ.
"
"My grandfather died shortly thereafter.
","ಇದಾದ ಕೆಲ ಹೊತ್ತಲ್ಲೇ ಮೊಮ್ಮಗ ಸಾವನ್ನಪ್ಪಿದ್ದಾನೆ.
"
"My grandfather for instance.
","ಉದಾಹರಣೆಗೆ ನನ್ನಜ್ಜಿ.
"
"My grandfather fought in the Kargil war.
","ನನ್ನ ತಂದೆ ಕಾರ್ಗಿಲ್ ಯುದ್ಧದಲ್ಲಿದ್ದರು.
"
"My grandfather gave birth to me.
","ಅಪ್ಪಾಜಿ ನನಗೆ ಜನ್ಮ ಕೊಟ್ಟಿದ್ದಾರೆ.
"
"My grandfather had a very close friend.
","ಅಣ್ಣನಿಗೆ ಬಹಳ ಆತ್ಮೀಯ ಗೆಳೆಯನಾಗಿದ್ದ.
"
"My grandfather had given it to me around 20 years ago.
","20 ವರ್ಷದ ಹಿಂದೆ ಈ ಸ್ಕೂಟರ್ ಅನ್ನು ನನ್ನ ತಂದೆ ನನಗೆ ನೀಡಿದ್ದರು.
"
"My grandfather had no sons.
","ನನ್ನ ದೊಡ್ಡಪ್ಪ ದೊಡ್ಡಮ್ಮನಿಗೆ ಮಕ್ಕಳಿರಲಿಲ್ಲ.
"
"My grandfather had said.
",". ನನ್ನ ತಾತ ಹೇಳ್ತಿದ್ದರು.
"
"My grandfather in the Navy.
","ನೌಕಾ ಸೇನೆಯಲ್ಲಿ ನನ್ನ ದೊಡ್ಡಪ್ಪ.
"
"My grandfather is 82 years old.
","ನನ್ನ ತಂದೆ 82 ವರ್ಷದ ಹಿರಿಯವರಿದ್ದಾರೆ.
"
"My grandfather is no longer living.
","ನನ್ನಜ್ಜಿ ಈಗ ಬದುಕಿಲ್ಲ.
"
"My grandfather is retired from Indian army.
","ನಮ್ಮ ತಂದೆ ಭಾರತೀಯ ಸೈನ್ಯದಲ್ಲಿದ್ದು ನಿವೃತ್ತರಾಗಿದ್ದಾರೆ.
"
"My grandfather is still there.
","ನನ್ನ ಮುತ್ತಜ್ಜಿ ಈಗಲೂ ಇದ್ದಾರೆ.
"
"My grandfather is very religious.
","ನನ್ನಜ್ಜಿ ಬಹಳ ಧಾರ್ಮಿಕ ವ್ಯಕ್ತಿ.
"
"My grandfather is very sick; he was in hospital.
","ನನ್ನ ತಂದೆಯ ಸ್ಥಿತಿ ಬಹಳ ಬಿಗಡಾಯಿಸಿತ್ತು; ಅವರೂ ಆಸ್ಪತ್ರೆಯಲ್ಲಿದ್ದರು.
"
"My grandfather knew a lot of stories.
","ನನ್ನ ದೊಡ್ದ ಮೊಮ್ಮೊಗ ಸಾಕಷ್ಟು ಕಥೆಗಳನ್ನು ಅವನ ಅಪ್ಪನಿಂದ ತಿಳಿದಿದ್ದ.
"
"My grandfather lived to be a healthy 98 years old.
","ನನ್ನಜ್ಜಿಯು ೯೮ ವರ್ಷ ಆರೋಗ್ಯವಾಗಿ ಬದುಕಿದ್ದಳು. .
"
"My grandfather looked at her.
","ಮೊಮ್ಮಗ ಅವಳತ್ತಲೇ ನೋಡುತ್ತಿದ್ದ.
"
"My grandfather looked at me but did not speak.
","ಅಪ್ಪ ನನ್ನ ಕಡೆ ನೋಡಿದ್ದು ಗೊತ್ತಾದರೂ ನಾನು ಮಾತಾಡಲಿಲ್ಲ.
"
"My grandfather passed away a few years after I was born.
","ನಾನು ಹುಟ್ಟಿದ ಕೆಲವು ವರ್ಷಗಳ ನಂತರ ನನ್ನ ತಂದೆ ತೀರಿಕೊಂಡ್ರು,
"
"My grandfather passed away a few years ago, aged 90.
","ತಂದೆ ಕೆಲ ವರ್ಷಗಳ ಹಿಂದೆ ನಿಧನರಾಗಿದ್ದು ತಾಯಿಗೆ 90 ವರ್ಷ ವಯಸ್ಸಾಗಿದೆ.
"
"My grandfather rode a horse.
","ನಮ್ಮ ತಾತ ಒಂದು ಕುದುರೆ ಸಾಕಿದ್ದರು ಜೋರು ಓಡುತ್ತಿತ್ತು.
"
"My grandfather showed me.
","ನನ್ನ ಮೊಮ್ಮಗ ತೋರಿಸಿಕೊಟ್ಟ.
"
"My grandfather started teaching me when I was 8 years old.
","ನಾನು ಎಂಟು ವರ್ಷದವನಿದ್ದಾಗಲೇ ನನ್ನ ತಂದೆ ಕುಂಬಾರಿಕೆಯನ್ನು ಕಲಿಸಿಕೊಡಲು ಆರಂಭಿಸಿದ್ದರು.
"
"My grandfather stayed there.
","ನನ್ನ ಹಿರಿಯಣ್ಣ ಅಲ್ಲೇ ಉಳಿದ.
"
"My grandfather told me a story.
","ನನ್ನಜ್ಜಿ ನನಗೊಂದು ಕಥೆ ಹೇಳಿದ್ದಳು.
"
"My grandfather understood the situation.
","ಅಪ್ಪನಿಗೆ ಪರಿಸ್ಥಿತಿಯಲ್ಲಾ ಅರ್ಥವಾಗಿತ್ತು.
"
"My grandfather was a Greek professor.
","ಅವರ ತಂದೆ ಗ್ರೀಕ್ ಪ್ರಾಧ್ಯಾಪಕರಾಗಿದ್ದರು.
"
"My grandfather was a big fisherman.
","ನನ್ನ ತಂದೆ ದೊಡ್ಡ ಮೀನು ವ್ಯಾಪರಸ್ಥರು.
"
"My grandfather was a cook in the British army.
","ನನ್ನ ತಾತ ಬ್ರಿಟಿಷ್ ಸೇನೆಯಲ್ಲಿ ಆಡುಗೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದರು.
"
"My grandfather was a good photographer.
","ನನ್ನ ಅಪ್ಪ ಉತ್ತಮ ಫೋಟೋಗ್ರಾಫರ್ ಆಗಿದ್ದರು.
"
"My grandfather was a hard worker.
","ನನ್ನ ತಾತ ಒಂದು ಹಾರ್ಡ್ ಕಾರ್ಮಿಕ ಆಗಿತ್ತು.
"
"My grandfather was a hard working man.
","ನನ್ನ ತಾತ ಒಂದು ಹಾರ್ಡ್ ಕಾರ್ಮಿಕ ಆಗಿತ್ತು.
"
"My grandfather was a politician too.
","ನಮ್ಮ ತಾತ ಕೂಡ ರಾಜಕಾರಣಿಯೇ ಆಗಿದ್ದರು.
"
"My grandfather was a professor at Columbia University.
","ಈತನ ತಂದೆ ಕೊಲಂಬಿಯಾ ವಿಶ್ವ ವಿದ್ಯಾಲಯದಲ್ಲಿ ಬೋಧಕನಾಗಿದ್ದನು.
"
"My grandfather was a professor of Sanskrit.
","ನನ್ನ ತಂದೆ ಸಂಸ್ಕೃತ ಪ್ರೊಫೆಸರ್.
"
"My grandfather was a progressive farmer.
","ತಂದೆಯವರು ಒಬ್ಬ ಪ್ರಗತಿಶೀಲ ಕೃಷಿಕರಾಗಿದ್ದರು.
"
"My grandfather was a switchman for nearly 50 years.
","ನನ್ನ ತಂದೆಯವರು ಸುಮಾರು 50 ವರ್ಷಗಳ ಕಾಲ ಉದಯವಾಣಿಯ ಏಜೆಂಟ್ ಆಗಿದ್ದರು.
"
"My grandfather was a teacher of mathematics.
","ನನ್ನಜ್ಜ ಗಣಿತದ ಪ್ರೊಫೆಸರ್ ಆಗಿದ್ದರು.
"
"My grandfather was also a soldier.
","ನನ್ನ ತಾತ ಕೂಡಾ ಒಬ್ಬ ಸೈನಿಕರಾಗಿದ್ದರು.
"
"My grandfather was also a working man.
","ನನ್ನ ತಂದೆ ಸಾಮಾನ್ಯ ಕೆಲಸಗಾರರು ಕೂಡ ಆಗಿತ್ತು.
"
"My grandfather was an MLA for 15 years.
","ಸತತ 15 ವರ್ಷಗಳ ಕಾಲ ನನ್ನ ತಾತ ಕಾಂಗ್ರೆಸ್ MLAಆಗಿದ್ದರು.
"
"My grandfather was an accountant and later a bank manager.
","ಇವರ ತಂದೆ ಮೊದಲು ಮುಖ್ಯೋಪಾಧ್ಯಾಯ, ನಂತರ ಬ್ಯಾಂಕ್ ಉದ್ಯೋಗಿಯಾಗಿದ್ದರು.
"
"My grandfather was from America.
","ನನ್ನ ಮಾವನ ಮಗ ಅಮೇರಿಕಾದಿಂದ ಬಂದಿದ್ದ.
"
"My grandfather was in the British Army.
","ತಂದೆ ಬ್ರಿಟಿಷ್ ಸೇನೆಯಲ್ಲಿದ್ದರು.
"
"My grandfather was in the army as well.
","ನನ್ನ ದೊಡ್ಡಣ್ಣ ಕೂಡ ಸೇನೆಯಲ್ಲಿದ್ದರು.
"
"My grandfather was middle-aged.
","ಆಗ ನನ್ನಜ್ಜ ಮಧ್ಯ ವಯಸ್ಕ.
"
"My grandfather was my inspiration for joining the Air Force.
","ನಾನು ವಾಯುಪಡೆಗೆ ಸೇರಲು ತಂದೆಯೇ ಸ್ಫೂರ್ತಿ.
"
"My grandfather was only eight.
","ಮೊಮ್ಮಗ ಕೇವಲ ಎಂಟು ವರ್ಷ ವಯಸ್ಸಾಗಿತ್ತು.
"
"My grandfather was originally from Bangalore.
","ನನ್ನ ತಾಯಿ ಮೂಲತಃ ಬೆಂಗಳೂರಿನವರು.
"
"My grandfather was the first to inspire me.
","ನನ್ನ ಅಪ್ಪ ನನಗೆ ಮೊದಲ ಪ್ರೇರಣೆಯಾಗಿದ್ದಾರೆ.
"
"My grandfather was with me.
","ಮೊಮ್ಮಗಳು ನನ್ನೊಡನೆಯೇ ಇದ್ದಳು.
"
"My grandfather's death was not a shock.
","ಅಣ್ಣನ ಸಾವು ನನ್ನನ್ನು ತೀರಾ ಒಂದು ಆಘಾತವಾಗಿ ಕಾಡಲಿಲ್ಲ.
"
"My grandfather's health has been declining recently.
","ಚಿಕ್ಕ ತಾಯಮ್ಮ ಅವ್ರ ಆರೋಗ್ಯ ಇತ್ತೀಚೆಗೆ ತೀವ್ರ ಹದಗೆಟ್ಟಿತ್ತು.
"
"My grandfather's pipe tobacco.
","ಅಪ್ಪನ ಜೇಬಲಿ ಸಿಗರೇಟು ಕದ್ದೆ.
"
"My grandfather's sister married my grandmother's brother.
","ನನ್ನ ತಾಯಿಯ ಅಕ್ಕ ಅಂದರೆ ನನ್ನ ದೊಡ್ಡಮ್ಮ ನನ್ನ ಅಕ್ಕನನ್ನು ಸೋದರ ಮಾವನ ಮಗನಿಗೆ ಕೊಟ್ಟು ಮದುವೆ ಮಾಡಿದರು.
"
"My grandfather, for example.
","ಉದಾಹರಣೆಗೆ ನನ್ನಜ್ಜಿ.
"
"My grandfathers were entrepreneurs.
","ನನ್ನ ಪೋಷಕರು ಉದ್ಯಮಿಗಳಾಗಿದ್ದರು.
"
"My grandmother and grandfather's sisters and brothers died before I was born.
","ತನ್ನ ಮಲ ಅಣ್ಣ ಮತ್ತು ಸಹೋದರಿಯನ್ನು ನನ್ನ ತಂದೆ ನಾನು ಹುಟ್ಟುವುದಕ್ಕೆ ಮೊದಲೇ ಕೊಲೆ ಮಾಡಿದ್ದರು.
"
"My great grandfather is still there.
","ನನ್ನ ಮುತ್ತಜ್ಜಿ ಈಗಲೂ ಇದ್ದಾರೆ.
"
"My great grandfather was a lawyer.
","ನನ್ನ ದೊಡ್ಡಮ್ಮನ ಮಗ ವಕೀಲರಾಗಿದ್ದರು.
"
"My great grandfather was dead.
","ನನ್ನ ದೊಡ್ಡಮ್ಮ ಸತ್ತಿದ್ದರು.
"
"My great grandfather wrote several books.
","ನನ್ನ ಚಿಕ್ಕ ತಾತ ಅನೇಕ ತುಳು ಪುಸ್ತಕಗಳನ್ನು ಬರೆದಿದ್ದಾರೆ.
"
"Nevertheless, he often impressed travelers at his grandfather's inn with his phenomenal mathematical faculty.
","ಆದಾಗ್ಯೂ, ಅವರು ಸಾಮಾನ್ಯವಾಗಿ ತನ್ನ ಅದ್ಭುತ ಗಣಿತದ ಬೋಧನೆಯಿಂದ ತನ್ನ ತಾತನ ವಸತಿ ಗೃಹಕ್ಕೆ ಬರುವ ಪ್ರಯಾಣಿಕರನ್ನು ಆರ್ಕಷಿಸುತ್ತಿದ್ದರು.
"
"Nicholas very much worried about the fact that now he will very rarely see his grandfather.
","ನಿಕೋಲಸ್ ಈಗ ತನ್ನ ತಾತನ ಜೊತೆ ನೋಡಲು ಅಪರೂಪದ ಎಂದು ವಾಸ್ತವವಾಗಿ ಬಗ್ಗೆ ತುಂಬಾ ಚಿಂತೆ.
"
"Now 66, Lakshman learnt his trade from his father and grandfather more than 50 years ago, as did they from previous generations.
","ಈಗ 66 ರ ಹೊಸ್ತಿಲಲ್ಲಿರುವ ಲಕ್ಷ್ಮಣ ತನ್ನ ಪೂರ್ವಜರೂ ಕೂಡ ಈ ವೃತ್ತಿಯಲ್ಲಿ ತೊಡಗಿದ್ದರಿಂದಾಗಿ ತನ್ನ ತಂದೆ ಮತ್ತು ತಾತನಿಂದ ಬರೋಬ್ಬರಿ 50 ವರ್ಷಗಳ ಹಿಂದೆ ವೃತ್ತಿಯನ್ನು ಕಲಿತವನು.
"
"Numbers 26:9 and the grandfather of Nemuel, Dathan, and Abiram.
","26:9 ಅವನ ಮಕ್ಕಳು, Nemuel ಮತ್ತು ದಾತಾನ್ ಮತ್ತು Abiram.
"
"O'Rourke wrote in a post on Medium that his paternal great-great-great grandfather enslaved two women in the 1850s.
","ಒ'ರೂರ್ಕ್ ಅವರು ಮಧ್ಯಮ ಕುರಿತಾದ ಒಂದು ಪೋಸ್ಟ್ನಲ್ಲಿ 1850 ರ ದಶಕದಲ್ಲಿ ಅವರ ತಂದೆಯ ದೊಡ್ಡ-ದೊಡ್ಡ-ಮುತ್ತಜ್ಜ ಇಬ್ಬರು ಮಹಿಳೆಯರನ್ನು ಗುಲಾಮರನ್ನಾಗಿ ಮಾಡಿದ್ದಾರೆ ಎಂದು ಬರೆದಿದ್ದಾರೆ .
"
"O'Rourke wrote that one of his paternal great-great-great grandfathers owned two women in the 1850s.
","ಒ'ರೂರ್ಕ್ ಅವರು ಮಧ್ಯಮ ಕುರಿತಾದ ಒಂದು ಪೋಸ್ಟ್ನಲ್ಲಿ 1850 ರ ದಶಕದಲ್ಲಿ ಅವರ ತಂದೆಯ ದೊಡ್ಡ-ದೊಡ್ಡ-ಮುತ್ತಜ್ಜ ಇಬ್ಬರು ಮಹಿಳೆಯರನ್ನು ಗುಲಾಮರನ್ನಾಗಿ ಮಾಡಿದ್ದಾರೆ ಎಂದು ಬರೆದಿದ್ದಾರೆ .
"
"Of course, on May 9, it is customary to congratulate our grandfathers and great-grandfathers with bouquets collected from representatives of red flora.
","ಸಹಜವಾಗಿ, ಮೇ 9 ರಂದು ನಮ್ಮ ಪಿತಾಮಹರು ಮತ್ತು ಮಹಾನ್ ಪಿತಾಮಹರು ಹೂಗುಚ್ಛಗಳನ್ನು ಅಭಿನಂದಿಸುತ್ತೇನೆ ನಿರ್ಧರಿಸಿದ್ದಾರೆ, ಕೆಂಪು ಸಸ್ಯ ಪ್ರತಿನಿಧಿಗಳು ಸಂಗ್ರಹಿಸಿದರು.
"
"On 20 July 1951, the fifteen-year-old Prince Hussein accompanied his grandfather, King Abdullah, to Friday prayers in Jerusalem.
","ಜುಲೈ 20, 1951 ಜೋರ್ಡನ್ ಮೊದಲ ರಾಜ, ಅಬ್ದುಲ್ಲಾ ನಾನು ಪ್ರಿನ್ಸ್ ಹುಸೇನ್ ಜೊತೆಗೂಡಿ ಅಲ್ ಅಕ್ಸಾ ಮಸೀದಿ ಶುಕ್ರವಾರ ಪ್ರಾರ್ಥನೆ ನಿರ್ವಹಿಸಲು ಯೆರೂಸಲೇಮಿಗೆ ಹೋಗುತ್ತಿದ್ದರು.
"
"On 23 September 1896, Victoria surpassed her grandfather George III as the longest-reigning monarch in English, Scottish and British history.
","25 ಸೆಪ್ಟೆಂಬರ್ 1896 ರಂದು, ವಿಕ್ಟೋರಿಯಾ ಜೊರ್ಜ್ III ರನ್ನು ಮೀರಿಸಿ, ಆಂಗ್ಲರ, ಸ್ಕೊಟಿಶ್ ರ, ಮತ್ತು ಬ್ರಿಟೀಷರ ಚಾರಿತ್ರೆಯಲ್ಲಿ ದೊಡ್ಡದಾದ ಆಳ್ವಿಕೆಯ ಅರಸಿಯಾದಳು.
"
"On 23 September 1896, Victoria surpassed her grandfather George III as the longest-reigning monarch in English, Scottish, and British history.
","25 ಸೆಪ್ಟೆಂಬರ್ 1896 ರಂದು, ವಿಕ್ಟೋರಿಯಾ ಜೊರ್ಜ್ III ರನ್ನು ಮೀರಿಸಿ, ಆಂಗ್ಲರ, ಸ್ಕೊಟಿಶ್ ರ, ಮತ್ತು ಬ್ರಿಟೀಷರ ಚಾರಿತ್ರೆಯಲ್ಲಿ ದೊಡ್ಡದಾದ ಆಳ್ವಿಕೆಯ ಅರಸಿಯಾದಳು.
"
"On 23 September 1896, Victoria surpassed her grandfather George III as the longest-reigning monarch in monarch in English, Scottish and British history.
","25 ಸೆಪ್ಟೆಂಬರ್ 1896 ರಂದು, ವಿಕ್ಟೋರಿಯಾ ಜೊರ್ಜ್ III ರನ್ನು ಮೀರಿಸಿ, ಆಂಗ್ಲರ, ಸ್ಕೊಟಿಶ್ ರ, ಮತ್ತು ಬ್ರಿಟೀಷರ ಚಾರಿತ್ರೆಯಲ್ಲಿ ದೊಡ್ಡದಾದ ಆಳ್ವಿಕೆಯ ಅರಸಿಯಾದಳು.
"
"On April 13, 2013, he became a great grandfather when his granddaughter Jenna Bush Hager gave birth to a daughter.
","ಏಪ್ರಿಲ್ 13, 2013, ಅವರ ಮಕ್ಕಳು ಬಹಳ ಬೆಳೆಸಿಕೊಂಡ ಬಾರ್ಬರಾ ಬುಷ್ ಒಂದು ಮುತ್ತಜ್ಜಿ ಆಗಲು - ತನ್ನ ಮೊಮ್ಮಗಳು Dzhenna ಬುಷ್ ಹಗೆರ್ ಹೆಣ್ಣು ಜನ್ಮ ನೀಡಿದರು.
"
"Only my grandfather, Hakeem Abdul Hameed, and his two sons stayed.
","ನನ್ನ ಮುತ್ತಜ್ಜ ಹಕೀಂ ಅಬ್ದುಲ್ ಹಮೀದ್ ತಮ್ಮ ಇಬ್ಬರು ಮಕ್ಕಳ ಜೊತೆಗೆ ಇಲ್ಲಿ ನಿಂತರು.
"
"Our grandfathers have seen them.
","ನಮ್ಮ ಹಿರಿಯರು ಅವರನ್ನು ಕಣ್ಣಾರೆ ಕಂಡಿದ್ದಾರೆ.
"
"Our grandfathers were farmers.
","ನಮ್ಮಪ್ಪ ರೈತ ಆಗಿದ್ದರು.
"
"Out of 630 cases, the victims were allegedly raped by their grandfather, father, brother and son, while in 1,087 cases the accused were acquaintances.
","630 ಪ್ರಕರಣಗಳಲ್ಲಿ ಸಂತ್ರಸ್ತೆಯರು, ತಮ್ಮ ತಾತ,ತಂದೆ, ಸಹೋದರ ಹಾಗೂ ಪುತ್ರರಿಂದ ಅತ್ಯಾಚಾರಕ್ಕೊಳಗಾಗಿದ್ದರೆ, 1087 ಪ್ರಕರಣಗಳಲ್ಲಿ ಆರೋಪಿಗಳು ಪರಿಚಯಸ್ಥರು ಅಥವಾ ಬಂಧುಗಳಾಗಿದ್ದಾರೆ.
"
"Probably the most famous Swiss literary creation, Heidi , the story of an orphan girl who lives with her grandfather in the Alps, is one of the most popular children's books ever and has come to be a symbol of Switzerland.
","ಸುಪ್ರಸಿದ್ದವಾದ ಸ್ವಿಸ್ ಸಾಹಿತ್ಯ ರಚನೆಯೆಂದರೆ, ಹೈಡಿ , ತನ್ನ ತಾತನ ಜೊತೆ ಆಲ್ಪ್ಸ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದ ಒಂದು ಅನಾಥ ಹುಡುಗಿಯ ಕಥೆ, ಅತಿ ಹೆಚ್ಚು ಜನಪ್ರಿಯವಾದ ಮಕ್ಕಳ ಕೃತಿಗಳಲ್ಲಿ ಇದೂ ಒಂದಾಗಿದ್ದು, ಸ್ವಿಟ್ಜರ್ಲೆಂಡ್ನ ಸಂಕೇತವಾಗಿ ಹೊರಹೊಮ್ಮಿದೆ.
"
"Probably the most famous Swiss literary creation, Heidi, the story of an orphan girl who lives with her grandfather in the Alps, is one of the most popular children's books ever and has come to be a symbol of Switzerland.
","ಸುಪ್ರಸಿದ್ದವಾದ ಸ್ವಿಸ್ ಸಾಹಿತ್ಯ ರಚನೆಯೆಂದರೆ, ಹೈಡಿ , ತನ್ನ ತಾತನ ಜೊತೆ ಆಲ್ಪ್ಸ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದ ಒಂದು ಅನಾಥ ಹುಡುಗಿಯ ಕಥೆ, ಅತಿ ಹೆಚ್ಚು ಜನಪ್ರಿಯವಾದ ಮಕ್ಕಳ ಕೃತಿಗಳಲ್ಲಿ ಇದೂ ಒಂದಾಗಿದ್ದು, ಸ್ವಿಟ್ಜರ್ಲೆಂಡ್ನ ಸಂಕೇತವಾಗಿ ಹೊರಹೊಮ್ಮಿದೆ.
"
"Reminded me of my grandfather...
","ನನ್ನಜ್ಜನ ನೆನಪಾಗಿ. .
"
"Several days later, Carlos Arellano and his 96-year-old grandfather both tested positive for the coronavirus.
","ಹಲವು ದಿನಗಳ ನಂತರ ಕಾರ್ಲೋಸ್ ಮತ್ತು ಅವರ ೯೬ವರ್ಷದ ತಾತ ಇಬ್ಬರಿಗೂ ಕರೋನಾ ಪಾಸಿಟಿವ್ ಎಂದು ವರದಿ ಬಂದಿದೆ.
"
"Shah Rukh Khan wants to rebuild his grandfather's house in Bengaluru
","ಬೆಂಗಳೂರಿನ ತಾತನ ಮನೆಯನ್ನು ಮತ್ತೆ ಕಟ್ಟುವ ಆಸೆ ಇಟ್ಟುಕೊಂಡಿರುವ ನಟ ಶಾರುಖ್ ಖಾನ್
"
"She has also written a biography about her grandfather 'Beyond Pipes & Dreams - The Life of Vithal Balkrishna Gandhi'
","'ಬಿಯೊಂಡ್ ಪೈಪ್ಸ್ & ಡ್ರೀಮ್ಸ್ - ದಿ ಲೈಫ್ ಆಪ್ ವಿಠಲ ಬಾಲಕೃಷ್ಣ ಗಾಂಧಿ' ಹೆಸರಿನ ಪುಸ್ತಕದಲ್ಲಿ ತಾತನ ಜೀವನ ಚರಿತ್ರೆಯನ್ನೂ ಬರೆದಿದ್ದಾರೆ.
"
"Some say it was the name of a bandit leader he had met; others say it was Villa's fraternal grandfather's last name.
","ಅವರು ಭೇಟಿಯಾದ ಡಕಾಯಿತ ನಾಯಕನ ಹೆಸರು ಎಂದು ಕೆಲವರು ಹೇಳುತ್ತಾರೆ; ಇತರರು ಇದು ವಿಲ್ಲಾ ಅವರ ಸೋದರ ತಂದೆಯ ಕೊನೆಯ ಹೆಸರು ಎಂದು ಹೇಳಿದ್ದಾರೆ.
"
"Some say it was the name of a bandit leader he met; others say it was Villa's fraternal grandfather's last name.
","ಅವರು ಭೇಟಿಯಾದ ಡಕಾಯಿತ ನಾಯಕನ ಹೆಸರು ಎಂದು ಕೆಲವರು ಹೇಳುತ್ತಾರೆ; ಇತರರು ಇದು ವಿಲ್ಲಾ ಅವರ ಸೋದರ ತಂದೆಯ ಕೊನೆಯ ಹೆಸರು ಎಂದು ಹೇಳಿದ್ದಾರೆ.
"
"Some were his grandfather's.
","ಅವರಲ್ಲಿ ಕೆಲವರಿಗೆ ಅವನ ತಂದೆಯ ವಯಸ್ಸಾಗಿತ್ತು.
"
"Soni's grandfather Lingaiah, plagued by Dengue, died five days later.
","ರಾಜಗಟ್ಟು ಅವರು ನಿಧನರಾದ 5 ದಿನಗಳ ಬಳಿಕ ಸೋನಿ ಅವರ ತಾತ ಲಿಂಗಯ್ಯ ಡೆಂಗ್ಯೂ ಜ್ವರದಿಂದ ಬಳಲಿ ಮೃತಪಟ್ಟಿದ್ದರು.
"
"Such names were given in honor of husbands, fathers, grandfathers, as well as various folk heroes.
","ಈ ಹೆಸರುಗಳು ತಮ್ಮ ಗಂಡಂದಿರು, ತಂದೆ, ಪಿತಾಮಹರು ಗೌರವಾರ್ಥವಾಗಿ, ಹಾಗೂ ವಿವಿಧ ರಾಷ್ಟ್ರೀಯ ನಾಯಕರು ನೀಡಲಾಗುತ್ತಿತ್ತು.
"
"Talk to my grandfather.
","ದೊಡ್ಡಪ್ಪನ ಬಳಿ ಮಾತಾಡು.
"
"Talk to the grandfather.
","ದೊಡ್ಡಪ್ಪನ ಬಳಿ ಮಾತಾಡು.
"
"That same year her father died of his alcoholism and her grandfather had a heart attack.
","ಅದೇ ವರ್ಷ ಅವರ ಸೋದರ ಕ್ಷಯದಿಂದ ಮತ್ತು ತಂದೆ ಹೃದಯಾಘಾತದಿಂದ ನಿಧನರಾದರು.
"
"That's not your grandfather.
","ಇದು ನಿಮ್ಮೊಬ್ಬರ ಅಜ್ನ್ಯಾನ ಅಲ್ಲ.
"
"The 6-year-old child is currently in the care of its grandfather.
","ಇತ್ತ ಆರು ವರ್ಷದ ಬಾಲಕ ಈಗ ತಂದೆಯ ಅಕ್ಕನ (ಅತ್ತೆ) ಮಡಿಲಿನಲ್ಲಿದ್ದಾನೆ.
"
